DateTime,SiteCode,SampleCode,SamplingMethod,SampleType,SampleMedium,pH,pH,Temp,EC,DO,Alkalinity,TIC,TOC,TN,F,Cl,NO2,Br,NO3,SO4,PO4,Ca,Mg,Na,K,Sr,Si,B,Fe,Al,Ba,Be9,Al27,Si28,P31,Ti49,V51,Cr52,Mn55,Fe56,Co59,Ni60,Cu63,Zn64,As75,Se78,Y89,Mo98,Ag107,Cd114,Sn118,Sb121,Ba138,La139,Ce140,Pr141,Nd145,Sm147,Eu153,Gd157,Tb159,Dy164,Ho165,Er166,Tm169,Yb174,Lu175,TI205,Pb208,U238,Hg202,Sr isotopes,d13C-DIC,dD,d18O,NH4-N,Ortho-P,SamplingNote
MST,,,,,,pH,pH,degC,uS/cm,%,meq/kg,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ng/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ug/L,ug/L,ng/L,ng/L,-,‰,‰,‰,mg/L,mg/L,
(Detection limit),,,,,,,,,,,0.2,0.00023,0.00026,0.0002,0.11,2.5,0.13,0.16,0.25,2.5,0.22,0.14,0.04,0.015,0.012,0.006,0.024,0.004,0.004,0.004,0.004,0.042,0.096,0.684,0.723,0.027,0.003,0.003,0.012,0.006,0.0014,0.003,0.006,0.045,0.015,0.057,0.342,0.003,0.0003,0.006,0.003,0.003,0.003,0.429,0.204,0.255,1.23,0.87,0.61,2.41,0.204,0.876,0.231,0.255,0.228,0.762,0.057,0.468,0.678,0.54,,,,0.4,0.1,0.01,0.01,
(Lab Method),,,,,,PH_EC1,PH_EC2,OxyTem,PH_EC1,OxyTem,GA_titration,TOC-VCSH,TOC-VCSH,TOC-VCSH,DionexIC3000,DionexIC3000,DionexIC3000,DionexIC3000,DionexIC3000,DionexIC3000,DionexIC3000,ICP-OES,ICP-OES,ICP-OES,ICP-OES,ICP-OES,ICP-OES,ICP-OES,ICP-OES,ICP-OES,ICP-OES,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ThermoQuest,ThermoQuest,WIA_LGR,WIA_LGR,SmartChem200,SmartChem200,
8/31/2010 11:30,FLUME_RM,JEMEZ_S170,GRAB,Grab,Surface water,6.9,-9999,15,-9999,66.1,0.43,4.558,1.019,0.177,0.1445,0.8302,0.065,0.0013,0.125,2.9795,0.7247,4.4897,0.4069,4.3004,0.6088,-9999,-9999,0.0049,-9999,-9999,-9999,0.0138,32.3,8770,130,0.868,0.475,0.0704,0.322,17.8,0.0637,0.164,0.59,2.1,2.21,0.137,62,1,0.114,0.0032,0.0809,0.0985,3.17,59.3,136,13.1,55.3,10.3,2.03,11,1.71,9.16,1.73,5.18,0.722,5.04,0.565,0.0068,0.0114,7.32,-9999,-9999,-9999,-79.53,-11.99,0.005,0.209,
8/31/2010 10:00,FLUME_UJ,JEMEZ_S171,GRAB,Grab,Surface water,7.2,-9999,10.1,-9999,69.5,0.45,5.186,2.488,0.144,0.0355,0.769,0.065,0.08,0.125,3.0269,0.4561,5.7871,0.7788,3.184,1.194,-9999,-9999,0.0019,-9999,-9999,-9999,0.0109,60.4,8250,19.4,1.32,0.28,0.0382,1.01,50,0.0692,0.205,0.797,1.15,0.362,0.0664,185,0.351,0.0343,0.0001,0.0807,0.0316,7.83,112,232,28.7,119,29.5,4.58,29.2,4.33,26,5.78,17.2,2.56,16.9,2.76,0.0032,0.0312,25.4,-9999,-9999,-13.7203,-85.03,-12.63,0.007,0.02,
8/30/2010 14:30,FLUME_LJ,JEMEZ_S172,GRAB,Grab,Surface water,7.6,-9999,17.2,-9999,81,0.61,5.087,2.747,0.15,0.0682,1.1257,0.0667,0.08,0.125,4.4773,0.6726,5.2787,0.7711,3.5664,1.1888,-9999,-9999,0.0014,-9999,-9999,-9999,0.0121,108,6220,14.8,2.4,0.632,0.066,1.61,96,0.116,0.283,1.03,0.785,0.489,0.0589,172,0.49,0.0153,0.003,0.092,0.0321,10.2,145,279,37.1,151,33.1,6,30.9,5,26.8,5.53,17.9,2.25,14.2,1.92,0.0046,0.0592,42.2,-9999,-9999,-10.1634,-79.57,-11.48,0.008,0.01,
8/30/2010 14:00,FLUME_HG,JEMEZ_S173,GRAB,Grab,Surface water,6.9,-9999,14.8,-9999,63.3,0.49,5.007,3.374,0.166,0.0048,0.8596,0.0414,0.08,0.125,4.0029,0.5959,5.4995,0.9166,2.7713,1.2832,-9999,-9999,0.0019,-9999,-9999,-9999,0.0099,95.1,5940,18,1.8,0.247,0.0463,1.88,67.6,0.0598,0.267,1.03,1.15,0.277,0.0671,356,0.203,0.0105,0.0017,0.0308,0.0235,7.62,202,339,50.9,226,51.2,6.82,56,8.29,48.8,10.5,30.5,4.52,26.8,4.85,0.0027,0.0406,15.5,-9999,-9999,-12.5681,-82.99,-11.96,0.003,0.015,
8/30/2010 13:30,FLUME_LLJ,JEMEZ_S174,GRAB,Grab,Surface water,6.7,-9999,12.2,-9999,69.4,0.94,4.268,1.551,0.107,0.4914,0.2469,0.065,0.08,0.0441,0.0919,0.11,4.776,0.5175,2.5659,0.814,-9999,-9999,0.0017,-9999,-9999,-9999,0.0169,45.1,5180,15.5,1.02,0.227,0.0356,0.534,20.3,0.0572,0.145,0.637,1.29,0.262,0.0297,88.9,0.153,0.0108,0.0009,0.0335,0.043,5.79,60.5,152,13.6,64.7,15.5,2.73,15.5,2.21,13.3,2.82,7.39,0.896,7.03,0.986,0.0014,0.016,7.17,-9999,-9999,-13.53,-87.13,-12.67,0.005,0.017,
8/30/2010 9:30,VGJJ7,JEMEZ_S175,GRAB,Grab,Surface water,7,-9999,13,-9999,68.3,0.71,8.047,3.748,0.245,0.7887,2.1362,0.0338,0.017,0.125,1.6041,0.1834,5.2621,1.0744,8.4382,1.1426,-9999,-9999,0.0048,-9999,-9999,-9999,0.0279,90.2,10200,11.3,2.3,0.662,0.158,2.35,106,0.103,0.545,1.44,2.35,0.854,0.0734,222,1.38,0.0619,0.0038,0.0556,0.0642,14.4,192,341,47.3,196,45.5,7.81,40.6,6.08,38.2,7.56,22.9,2.95,19.3,2.73,0.0036,0.084,44.7,-9999,-9999,-9999,-75.62,-10.63,0.007,0.002,
8/30/2010 10:15,VGJJ9,JEMEZ_S176,GRAB,Grab,Surface water,7.4,-9999,13.9,-9999,80,0.81,7.623,3.369,0.211,0.9715,1.8584,0.0837,0.0139,0.125,1.5867,0.3887,4.9964,1.0462,8.6825,0.7979,-9999,-9999,0.0032,-9999,-9999,-9999,0.0137,71,10800,10.8,1.88,0.665,0.13,2.91,85.3,0.111,0.357,0.903,2.49,0.875,0.117,178,1.45,0.0559,0.0033,0.0417,0.0722,12.4,148,262,37.1,156,35.3,6.58,34.2,5.57,30.4,6.64,18,2.34,15.6,1.95,0.0029,0.0816,49.4,-9999,-9999,-9999,-76.27,-10.87,0.004,0.005,
8/30/2010 11:30,EFJ2/VGS1trib,JEMEZ_S177,GRAB,Grab,Surface water,6.8,-9999,14.2,-9999,74.1,0.56,4.327,5.281,0.348,0.1933,0.9229,0.0726,0.08,0.125,2.493,0.4888,4.0862,0.7417,3.2136,0.8938,-9999,-9999,0.0056,-9999,-9999,-9999,0.0066,107,769,13.9,2.44,0.268,0.06,2.93,148,0.162,0.411,1.1,1.57,0.762,0.0505,165,0.207,0.0373,0.0004,0.0422,0.0541,9.86,163,301,38.1,160,35,6.27,32.1,4.94,28.3,5.79,16.4,1.92,15,2.17,0.0014,0.0875,30.8,-9999,-9999,-9999,-63,-7.84,0.005,0,
8/30/2010 11:30,EFJ3/VGS2,JEMEZ_S178,GRAB,Grab,Surface water,7.6,-9999,16.3,-9999,93.8,0.79,7.579,3.354,0.202,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.0282,1.028,8.6929,0.702,-9999,-9999,0.0049,-9999,-9999,-9999,0.0054,99.5,10800,14,2.38,0.659,0.135,3.49,97.1,0.0998,0.348,0.924,1.79,0.84,0.101,175,1.36,0.0522,0.0031,0.101,0.0645,10.9,155,286,37.8,154,34.7,6.12,32,5.05,29.7,6,17,2.01,13.8,1.92,0.0021,0.0818,65,-9999,-9999,-9999,-76.23,-10.6,0.005,0.004,
8/30/2010 11:30,EFJ4/VGS3,JEMEZ_S179,GRAB,Grab,Surface water,7.6,-9999,16.6,-9999,94.6,0.88,8.081,2.94,0.171,0.9173,1.7675,0.0374,0.08,0.125,1.3702,0.3162,5.1737,1.0421,9.2791,0.6525,-9999,-9999,0.0061,-9999,-9999,-9999,0.0105,85,11900,12.4,1.96,0.709,0.122,3.18,86.2,0.118,0.32,1.09,0.962,0.844,0.0836,163,1.53,0.0329,0.0023,0.07,0.0649,10.8,143,264,35.8,143,31.5,6.05,32.6,4.88,28,5.41,16.9,2.13,12.3,1.74,0.0015,0.0731,74.6,-9999,-9999,-9999,-77.95,-10.9,0.009,0.009,
8/30/2010 12:30,EFJ5/VGS4,JEMEZ_S180,GRAB,Grab,Surface water,7.4,-9999,16,-9999,94.1,0.25,6.471,1.601,0.111,1.2923,1.6328,0.0478,0.0174,0.0476,2.4604,0.701,4.8198,1.1779,9.7153,0.5068,-9999,-9999,0.0036,-9999,-9999,-9999,0.002,34.1,11300,12.7,0.896,0.595,0.0954,1.43,59.3,0.0635,0.342,0.351,1.84,0.725,0.0831,124,1.35,0.0173,0.0015,0.0701,0.0408,12.3,88.9,144,22.8,98.1,19.9,4.91,20.1,3.41,18.7,3.93,12.2,1.57,10.7,1.37,0.0002,0.0359,42.7,-9999,-9999,-9999,-79.01,-10.92,0.005,0.01,
8/30/2010 12:30,EFJ6/VGS5Jar,JEMEZ_S181,GRAB,Grab,Surface water,8.1,-9999,17.7,-9999,101.5,0.81,8.379,3.961,0.223,0.9586,2.0422,0.0665,0.08,0.125,0.9567,0.6712,5.2298,0.7557,8.4745,0.8026,-9999,-9999,0.0044,-9999,-9999,-9999,0.0061,150,13300,10.9,3.15,0.921,0.146,2.63,131,0.0936,0.238,0.86,1.23,1.14,0.146,184,1.8,0.0231,0.0017,0.0531,0.0817,7.56,192,382,49.9,196,41.6,6.22,40.6,5.66,35.1,7.04,18.7,2.48,14.1,1.87,0.0024,0.096,108,-9999,-9999,-9999,-77.5,-11.06,0.005,0.006,
8/30/2010 12:30,EFJ7/VGS6,JEMEZ_S182,GRAB,Grab,Surface water,7.7,-9999,17,-9999,97.8,0.79,7.453,2.927,0.181,0.9896,1.6988,0.0402,0.015,0.0464,1.4255,0.3218,5.0092,0.9567,9.1263,0.6761,-9999,-9999,0.0065,-9999,-9999,-9999,0.0024,75.8,12100,11.9,1.79,0.752,0.122,2.49,93.8,0.0956,0.34,1.21,1.15,0.907,0.105,169,1.61,0.0278,0.0003,0.0777,0.0595,9.76,150,279,38.5,153,35.3,5.13,32.1,5.23,32.6,5.79,17,1.9,14.8,1.59,0.0019,0.0796,80.9,-9999,-9999,-9999,-78.24,-11.17,0.004,0.008,
10/19/2010 10:45,FLUME_UR,JEMEZ_S183,GRAB,Grab,Surface water,7.3,-9999,5.1,-9999,72,1.15,5.876,2.304,0.185,0.2047,1.8237,0.0443,0.08,0.125,8.9192,0.5971,9.0992,0.7117,4.2299,1.4917,-9999,-9999,0.0051,-9999,-9999,-9999,-9999,-9999,-9999,140.6429,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.9256,-9999,-9999,-10.4239,-80.3,-11.63,0.003,0.03,
10/19/2010 11:30,FLUME_LR,JEMEZ_S184,GRAB,Grab,Surface water,7.2,-9999,5.2,-9999,76.2,0.65,6.198,2.396,0.0001,0.2252,1.9815,0.065,0.08,0.125,4.7251,0.6405,8.0206,0.817,4.4642,1.5806,-9999,-9999,0.0067,-9999,-9999,-9999,-9999,-9999,-9999,164.4702,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,29.4338,-9999,-9999,-4.7129,-80.39,-11.61,0.002,0.053,
10/19/2010 10:10,FLUME_RM,JEMEZ_S185,GRAB,Grab,Surface water,6.7,-9999,8.6,-9999,70.6,0.49,4.493,1.636,0.36,0.0817,0.9871,0.065,0.08,0.125,2.95,0.6568,4.9241,0.4456,4.4136,0.9465,-9999,-9999,0.0023,-9999,-9999,-9999,-9999,-9999,-9999,314.802,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.6145,-9999,-9999,-9999,-79.02,-11.91,0.005,0.253,
10/18/2010 15:45,FLUME_UJ,JEMEZ_S186,GRAB,Grab,Surface water,7.3,-9999,7,-9999,75.1,0.48,5.044,2.496,0.176,0.0385,1.1112,0.065,0.08,0.4557,3.1457,0.4309,6.1841,0.8091,3.4691,1.6915,-9999,-9999,0.0012,-9999,-9999,-9999,-9999,-9999,-9999,141.1346,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,46.0034,-9999,-9999,-5.2539,-84.72,-12.18,0.001,0.026,
10/18/2010 15:00,FLUME_LJ,JEMEZ_S187,GRAB,Grab,Surface water,7.4,-9999,7,-9999,85.7,0.59,5.18,2.4,0.122,0.2914,1.3678,0.065,0.08,0.125,3.7416,0.5586,5.5611,0.7903,4.0532,1.6149,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,159.3479,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,27.3458,-9999,-9999,-5.9352,-81.85,-11.62,0.002,0.007,
10/18/2010 14:30,FLUME_HG,JEMEZ_S188,GRAB,Grab,Surface water,7,-9999,7.3,-9999,74.4,0.48,4.305,3.285,0.215,0.148,1.8434,0.065,0.08,0.125,4.2543,0.5346,5.6425,0.9383,2.7464,1.5709,-9999,-9999,0.0015,-9999,-9999,-9999,-9999,-9999,-9999,184.8774,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10.366,-9999,-9999,-8.1696,-83.83,-12.06,0.003,0.022,
10/18/2010 14:00,FLUME_LLJ,JEMEZ_S189,GRAB,Grab,Surface water,6.7,-9999,6.7,-9999,76.6,0.44,4.001,1.877,0.0001,0.1105,1.2575,0.065,0.08,0.125,3.3216,0.2248,5.0786,0.5349,2.5555,1.1197,-9999,-9999,0.0012,-9999,-9999,-9999,-9999,-9999,-9999,164.5946,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,31.9877,-9999,-9999,-9.5122,-86.77,-12.53,0.078,0.031,
10/18/2010 11:00,VGJJ7,JEMEZ_S190,GRAB,Grab,Surface water,7.7,-9999,7.1,-9999,91.5,0.68,6.93,2.256,0.159,1.1496,1.7559,0.0516,0.08,0.125,1.9332,0.3753,4.9067,0.9429,9.3976,1.0364,-9999,-9999,0.003,-9999,-9999,-9999,-9999,-9999,-9999,158.0134,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,69.9625,-9999,-9999,-9999,-80.4,-11.32,0.003,0.008,
10/18/2010 11:30,VGJJ9,JEMEZ_S191,GRAB,Grab,Surface water,7.1,-9999,7.2,-9999,82,0.84,7.373,2.157,0.133,1.0416,1.8738,0.0681,0.08,0.125,1.943,0.3796,5.1497,1.0009,9.5884,0.9858,-9999,-9999,0.0068,-9999,-9999,-9999,-9999,-9999,-9999,129.282,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,55.8067,-9999,-9999,-9999,-80.13,-11.47,0.013,0.009,
10/18/2010 12:00,EFJ2/VGS1trib,JEMEZ_S192,GRAB,Grab,Surface water,7.1,-9999,5.2,-9999,80.5,0.49,4.657,5.07,0.301,0.2641,1.5282,0.0375,0.0208,0.0497,2.6456,0.488,4.2953,0.8236,4.5853,1.7181,-9999,-9999,0.0037,-9999,-9999,-9999,-9999,-9999,-9999,157.8538,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,14.6471,-9999,-9999,-9999,-62.96,-7.37,0.005,0.01,
10/18/2010 12:00,EFJ3/VGS2,JEMEZ_S193,GRAB,Grab,Surface water,7.5,-9999,8.8,-9999,88.4,0.73,7.019,2.247,0.135,1.0236,1.8947,0.0482,0.08,0.0621,2.3103,0.7145,5.104,0.9794,9.2318,1.0388,-9999,-9999,0.0044,-9999,-9999,-9999,-9999,-9999,-9999,163.4126,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,58.7861,-9999,-9999,-9999,-79.78,-11.16,0.004,0.009,
10/18/2010 12:00,EFJ4/VGS3,JEMEZ_S194,GRAB,Grab,Surface water,7.6,-9999,7.9,-9999,91.7,0.78,7.263,2.025,0.0001,1.145,1.8063,0.065,0.08,0.125,2.065,0.6584,5.0584,0.9817,9.7533,0.9668,-9999,-9999,0.0048,-9999,-9999,-9999,-9999,-9999,-9999,136.888,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,57.5357,-9999,-9999,-9999,-81.33,-11.48,0.003,0.008,
10/18/2010 12:45,EFJ5/VGS4,JEMEZ_S195,GRAB,Grab,Surface water,7.3,-9999,8.3,-9999,91.2,0.8,7.289,2.119,0.0001,0.0045,0.3176,0.065,0.08,0.125,0.243,0.1166,4.5535,1.0533,9.8572,0.9065,-9999,-9999,0.0033,-9999,-9999,-9999,-9999,-9999,-9999,114.1027,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,40.4642,-9999,-9999,-9999,-81.36,-11.48,0.01,0.009,
10/18/2010 12:45,EFJ6/VGS5Jar,JEMEZ_S196,GRAB,Grab,Surface water,7.8,-9999,11.4,-9999,99.5,0.99,6.388,1.744,0.0001,1.3169,1.7474,0.0483,0.08,0.1796,2.6302,0.6797,5.4783,0.7419,9.0591,1.0399,-9999,-9999,0.0068,-9999,-9999,-9999,-9999,-9999,-9999,129.7214,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,167.2442,-9999,-9999,-9999,-80.19,-11.52,0.003,0.011,
10/18/2010 12:45,EFJ7/VGS6,JEMEZ_S197,GRAB,Grab,Surface water,7.6,-9999,9.9,-9999,97.2,0.77,7.135,1.939,0.0001,1.3437,2.0832,0.0976,0.08,0.044,2.3442,0.7232,5.0324,0.9192,9.4584,0.9522,-9999,-9999,0.0053,-9999,-9999,-9999,-9999,-9999,-9999,97.8826,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,90.6478,-9999,-9999,-9999,-81.66,-11.56,0.248,0.008,
