DateTime,SiteCode,SampleCode,SamplingMethod,SampleType,SampleMedium,pH,pH,Temp,EC,DO,Alkalinity,TIC,TOC,TN,F,Cl,NO2,Br,NO3,SO4,PO4,Ca,Mg,Na,K,Sr,Si,B,Be9,Al27,Si28,P31,Ti49,V51,Cr52,Mn55,Fe56,Co59,Ni60,Cu63,Zn64,As75,Se78,Y89,Mo98,Ag107,Cd114,Sn118,Sb121,Ba138,La139,Ce140,Pr141,Nd145,Sm147,Eu153,Gd157,Tb159,Dy164,Ho165,Er166,Tm169,Yb174,Lu175,TI205,Pb208,U238,d13C-DIC,dD,d18O,NH4-N,Ortho-P,FI,HIX,SUVA254,SamplingNote
MST,,,,,,pH,pH,degC,uS/cm,%,meq/kg,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ng/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ug/L,ug/L,ng/L,‰,‰,‰,mg/L,mg/L,nm/nm,nm/nm,au,
(Detection limit),,,,,,,,,,,0.2,0.00023,0.00026,0.0002,0.11,2.5,0.13,0.16,0.25,2.5,0.22,0.14,0.04,0.015,0.012,0.006,0.024,0.004,0.042,0.096,0.684,0.723,0.027,0.003,0.003,0.012,0.006,0.0014,0.003,0.006,0.045,0.015,0.057,0.342,0.003,0.0003,0.006,0.003,0.003,0.003,0.429,0.204,0.255,1.23,0.87,0.61,2.41,0.204,0.876,0.231,0.255,0.228,0.762,0.057,0.468,0.678,0.54,,0.4,0.1,0.01,0.01,,,,
(Lab Method),,,,,,PH_EC1,PH_EC2,OxyTem,PH_EC1,OxyTem,GA_titration,TOC-VCSH,TOC-VCSH,TOC-VCSH,DionexIC3000,DionexIC3000,DionexIC3000,DionexIC3000,DionexIC3000,DionexIC3000,DionexIC3000,ICP-OES,ICP-OES,ICP-OES,ICP-OES,ICP-OES,ICP-OES,ICP-OES,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ThermoQuest,WIA_LGR,WIA_LGR,SmartChem200,SmartChem200,Fluoromax4,Fluoromax4,UV_Vis,
5/3/2011 19:00,FLUME_MCZOB,JEMEZ_S 444,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,2.565,11.86,0.4378,0.055,0.5629,0.065,0.08,0.125,8.341,0.5953,6.4269,0.6367,2.0233,1.3945,0.0312,9.204,0.0031,0.126,200.3451,9203.9711,20.8,1.5,0.498,0.227,3.88,97.9906,0.0941,0.745,1.62,2.9,0.415,0.1559,1040,0.0608,0.0142,0.0082,0.0015,0.0485,14,650,890,180,657,187,31.1,201,27.5,172,36.9,106,14.6,95.4,15.9,0.234,0.101,65.2,-9999,-87.8,-12.4,0.056,0.008,-9999,-9999,-9999,"used bottles: 1L amber, 250ml HDPE"
5/3/2011 23:00,FLUME_MCZOB,JEMEZ_S 445,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,2.344,12.47,0.4473,0.0167,0.5552,0.065,0.08,0.058,8.5632,0.5915,7.0434,0.6925,1.9449,1.5096,0.0319,9.9914,0.0027,0.132,288.859,9991.3546,17.6,2.36,0.458,0.226,2.83,129.5908,0.0861,0.742,1.33,2.49,0.404,0.3,1110,0.0478,0.0026,0.0038,0.0654,0.0417,13.8,694,968,195,726,197,34.1,210,30.6,179,38.9,110,16,105,17.9,0.234,0.0824,67.8,-9999,-87.2,-12.3,0.005,0.006,-9999,-9999,-9999,"used bottles: 1L amber, 250ml HDPE"
5/4/2011 19:00,FLUME_MCZOB,JEMEZ_S 446,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,2.573,13.61,0.505,0.055,0.557,0.065,0.08,0.125,7.2995,0.5824,6.7445,0.6456,1.8501,1.4644,0.0299,9.034,0.0035,0.107,197.1799,9033.9753,18.1,3.03,0.643,0.295,4.04,110.1402,0.121,0.733,1.34,2.51,0.401,0.2232,1390,0.0431,0.0312,0.0086,0.0084,0.0447,13.9,883,1240,248,872,245,42.9,256,36.8,224,48.4,138,19.3,127,21.9,0.234,0.0867,70.8,-9999,-86.5,-12.1,0.036,0.007,-9999,-9999,-9999,"used bottles: 1L amber, 250ml HDPE"
5/9/2011 14:00,FLUME_UR,JEMEZ_S 447,GRAB,Grab,Surface water,7.7,7.6,9.8,-9999,69.9,0.64,6.894,3.11,0.1523,0.0548,3.0917,0.065,0.08,0.1023,17.2734,0.5068,12.1968,0.9803,5.8591,1.8343,0.0756,12.6181,0.0131,0.0123,113.5434,12618.062,33.3,0.64,0.397,0.0969,2.53,62.1,0.0911,0.381,0.776,0.885,0.383,0.2109,82.8,0.238,0.0009,0.0018,0.0015,0.0247,13.4,58.8,91.8,15.3,47.9,14.5,4.88,16.5,1.81,16.1,4.57,9.44,1.36,6.76,2.26,0.234,0.0225,14.3,-4.1,-79.3,-11.4,0.009,0.03,1.4,9.285,0.042,"used bottles: 1L amber, 250ml HDPE"
5/9/2011 14:30,FLUME_LJ,JEMEZ_S 448,GRAB,Grab,Surface water,7.8,7.7,10.6,-9999,72.6,0.61,6.282,2.557,0.1223,0.055,2.6041,0.065,0.08,0.125,7.3423,0.7579,6.043,0.7895,3.7979,1.3564,0.0331,12.6661,0.0053,0.0316,131.525,12666.0662,28.4,1.72,0.58,0.101,1.46,97.5,0.0689,0.471,0.658,1.85,0.384,0.09,280,0.405,0.0033,0.0052,0.0634,0.0303,10.2,177,312,44.9,107,44.7,7.66,48.4,6.3,44.2,11,28.6,4.01,25,5.25,0.234,0.0426,33.3,-9999,-80.3,-11.4,0.003,0.058,1.38,6.963,0.044,"used bottles: 1L amber, 250ml HDPE"
5/9/2011 14:45,FLUME_RM,JEMEZ_S 449,GRAB,Grab,Surface water,7.2,7.6,14.3,-9999,69.8,0.43,5.101,1.925,0.1211,0.0706,0.7388,0.065,0.08,0.125,2.8533,0.7835,5.4318,0.4557,5.9607,0.7283,0.0259,12.5725,0.0051,0.0107,130.8108,12572.4852,255,0.815,0.754,0.0801,0.515,23.7,0.0448,0.221,0.491,1.13,2.39,0.2109,87.4,1.14,0.003,0.0025,0.0015,0.0778,3.39,73.8,167,14.6,0.615,10.6,2.85,15.1,1.46,15,4.54,9.56,1.13,7.35,2.25,0.234,0.0269,11.8,-9999,-77.6,-11.2,0.003,0.222,1.34,4.239,0.043,"used bottles: 1L amber, 250ml HDPE"
5/9/2011 13:00,FLUME_UJ,JEMEZ_S 450,GRAB,Grab,Surface water,7.8,7.4,14.5,-9999,77.1,0.48,4.83,3.674,0.1469,0.1105,0.6936,0.065,0.08,0.125,3.7852,0.6854,6.3969,0.8564,3.9798,1.2815,0.0313,14.2941,0.0038,0.048,162.9439,14294.0586,28,1.01,0.484,0.0765,2.11,84.7,0.0601,0.32,0.535,0.78,0.36,0.2141,236,0.422,0.0031,0.0033,0.0015,0.0263,9.17,150,295,37.1,59.5,36.4,6.44,38.4,5.23,36.5,9.2,23.3,3.46,21.2,4.5,0.234,0.0355,38,-7.2,-85.8,-12.1,0.006,0.016,1.34,5.84,0.049,"used bottles: 1L amber, 250ml HDPE"
5/4/2011 16:30,FLUME_UJ,JEMEZ_S 451,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,4.007,5.704,0.2855,0.0026,0.7217,0.065,0.08,0.125,3.6259,0.3242,5.6673,0.7397,3.5793,1.3263,0.0271,11.9907,0.0042,0.0451,186.9202,11990.7348,22.4,1.96,0.548,0.171,1.28,102.8061,0.103,0.376,1.27,1.59,0.343,0.1815,389,0.349,0.003,0.003,0.0477,0.038,9.25,226,350,58.1,176,55.4,9.81,59.1,8.9,60,13.8,38.9,5.9,37,7.34,0.234,0.0523,38.8,-9999,-87.3,-12.4,0.057,0.011,-9999,-9999,-9999,"used bottles: 1L amber, 250ml HDPE"
5/6/2011 16:30,FLUME_UJ,JEMEZ_S 452,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,4.577,4.839,0.1838,0.04,0.7389,0.065,0.08,0.125,4.0071,0.6406,6.088,0.7868,3.6758,1.3344,0.0315,13.497,0.0051,0.0478,174.5993,13496.9854,24.5,1.93,0.576,0.126,1.33,65.4747,0.0701,0.402,0.751,1.78,0.397,0.1441,304,0.398,0.0032,0.002,0.0306,0.0326,10.7,192,338,48.1,109,40.7,8.05,51.6,6.87,45.6,11.5,30.6,4,29.5,5.82,0.234,0.0565,37.2,-9999,-86.3,-12.2,0.002,0.014,-9999,-9999,-9999,"used bottles: 1L amber, 250ml HDPE"
5/8/2011 16:30,FLUME_UJ,JEMEZ_S 453,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,4.97,4.389,0.2104,0.055,0.7178,0.065,0.08,0.125,2.4701,0.6279,8.8605,0.8784,6.1547,1.5396,0.0503,11.2614,0.0191,0.021,135.2898,11261.4471,70.7,1.03,0.506,0.044,1.53,45.4,0.062,0.462,0.59,1.26,0.857,0.246,77.6,0.507,0.0034,0.0036,0.0015,0.0405,15.3,72.7,132,16.1,28,11.1,3.52,15.6,1.8,14.9,4.06,9.12,1.05,5.98,1.92,0.234,0.0362,13.5,-9999,-85.4,-12.1,0.005,0.015,-9999,-9999,-9999,"used bottles: 1L amber, 250ml HDPE"
5/9/2011 12:15,FLUME_LJ,JEMEZ_S 454,GRAB,Grab,Surface water,7.3,7.4,9.2,-9999,76.2,0.58,5.782,5.71,0.2652,0.0066,0.9722,0.065,0.08,0.125,4.3014,0.4493,6.6682,0.9936,4.8358,1.5679,0.0462,11.6552,0.0049,0.0355,142.0531,11655.1536,13.1,3.22,0.748,0.118,7.43,96.3392,0.179,0.551,1.75,1.17,0.486,0.2387,251,0.522,0.0022,0.0014,0.0015,0.0424,17.6,212,398,52.7,99.8,46.2,8.51,47.3,6.47,44.6,9.68,26.3,3.55,22.8,4.81,0.234,0.0688,44.5,-9999,-81.4,-11.2,0,0.002,1.33,3.417,0.02,"used bottles: 1L amber, 250ml HDPE"
5/9/2011 11:45,FLUME_HG,JEMEZ_S 455,GRAB,Grab,Surface water,7,7.2,9.7,-9999,74.8,0.37,2.86,3.312,0.1793,0.0541,0.9457,0.065,0.08,0.125,4.1627,0.6192,4.0064,0.6645,2.8507,0.9265,0.0231,10.2278,0.0047,0.0036,179.5161,10227.796,13.3,0.967,0.318,0.0748,1.7,79.2,0.0706,0.259,0.734,1.18,0.173,0.1462,404,0.164,0.0028,0.003,0.0015,0.0257,7.56,245,475,60.7,116,58.1,8.73,67.9,9.16,56.2,13.4,35,4.96,30,5.72,0.234,0.0569,17.1,-6.3,-85.1,-12.3,0.004,0.006,1.31,3.411,0.047,"used bottles: 1L amber, 250ml HDPE"
5/9/2011 11:15,FLUME_LLJ,JEMEZ_S 456,GRAB,Grab,Surface water,7.2,7.3,8,-9999,72.3,0.37,3.221,2.163,0.1139,0.055,0.5905,0.065,0.08,0.125,2.8939,0.5943,4.1499,0.4583,2.6158,0.3658,0.0232,8.7521,0.0026,0.0028,106.7954,8752.1055,29.4,0.672,0.256,0.0496,0.686,21,0.0579,0.166,0.716,0.748,0.235,0.1792,99.4,0.136,0.0015,0.0012,0.0015,0.0185,5.13,61.7,165,14.8,6.59,16.2,3.24,14.6,1.91,15.8,4.78,10.5,1.31,7.92,2.68,0.234,0.0177,8.72,-4.4,-88.1,-12.5,0.006,0.024,1.38,5.639,0.036,"used bottles: 1L amber, 250ml HDPE"
5/4/2011 15:00,FLUME_LLJ,JEMEZ_S 457,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,3.494,2.606,0.1304,0.055,0.6577,0.065,0.08,0.125,2.9287,0.5972,4.2154,0.455,2.637,0.585,0.0259,8.598,0.0042,0.0093,120.3347,8597.9882,35.8,0.851,0.361,0.0612,0.443,26.4,0.0365,0.188,0.53,1.18,0.276,0.0459,141,0.154,0.0037,0.0063,0.01,0.0279,6.59,91.6,255,21.6,0.615,19.8,4.85,22.4,2.73,23.1,6.46,14,2.11,11.3,3.06,0.234,0.0261,9.28,-9999,-87.2,-12.8,0.038,0.029,-9999,-9999,-9999,"used bottles: 1L amber, 250ml HDPE"
5/9/2011 10:00,VGJJ7,JEMEZ_S 458,GRAB,Grab,Surface water,7.8,7.7,8.8,-9999,78.4,0.79,8.149,3.212,0.1486,0.9247,1.7287,0.065,0.08,0.125,1.8901,0.4192,6.1401,1.1888,11.5544,0.8396,0.0313,22.7556,0.0075,0.0163,166.1551,22755.6024,22.3,2.9,1.11,0.181,5.18,97.8883,0.121,0.344,0.823,0.919,1.18,0.1888,228,1.73,0.0033,0.0038,0.0015,0.0582,9.25,214,426,51.8,67.3,44.5,8.43,43.7,6.5,39.3,9.17,22.4,3.18,18.9,4.26,0.234,0.0893,98.7,-9999,-79.3,-10.9,0.005,-0.001,1.29,2.33,0.051,"used bottles: 1L amber, 250ml HDPE"
5/4/2011 16:00,VGJJ7,JEMEZ_S 459,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,9.168,5.359,1.5,0.6589,3.1482,0.065,0.0378,0.125,2.7602,0.7034,6.5443,1.1571,10.6985,1.3942,0.0363,18.3809,0.0072,0.0172,221.9364,18380.8824,66.1,5.42,1.37,0.349,1.25,116.6589,0.213,0.536,1.96,2.76,1.11,0.2109,290,1.48,0.0033,0.009,0.0344,0.0774,13.6,276,471,65.6,110,55.7,9.53,53.3,8.45,50.6,11.4,30.7,4.25,27.5,5.12,0.234,0.0942,84.3,-9999,-79.5,-11,0.922,0.041,-9999,-9999,-9999,"used bottles: 1L amber, 250ml HDPE"
5/9/2011 10:30,VGJJ9,JEMEZ_S 460,GRAB,Grab,Surface water,7.8,7.4,8.3,-9999,75.6,0.73,8.42,3.17,0.1304,0.9493,1.5375,0.065,0.08,0.125,1.7853,0.4148,5.4179,1.0401,10.638,0.6901,0.0281,22.1461,0.0079,0.0119,172.6211,22146.1186,27.6,2.42,1.2,0.205,9.02,76.1273,0.18,0.368,1.59,1.06,1.27,0.1446,199,1.94,0.002,0.004,0.0015,0.0623,7.14,183,371,44.6,50.2,40.2,6.46,40.6,5.07,35.7,8.73,21.1,2.99,17.8,3.74,0.234,0.07,66,-9999,-81.2,-11.1,0.002,0.014,1.26,2.97,0.043,"used bottles: 1L amber, 250ml HDPE"
5/23/2011 10:00,FLUME_UR,JEMEZ_S 461,GRAB,Grab,Surface water,7.2,7.7,6.1,-9999,67.8,0.64,8.342,2.924,0.1318,0.054,1.9547,0.065,0.08,0.125,11.4669,0.618,12.65,0.9142,5.1591,2.0265,0.0733,11.5976,0.0096,0.0404,94.9267,11597.5623,22.4,0.525,0.303,0.0481,3.07,33.3,0.117,0.354,0.987,1.76,0.286,0.1383,48.2,0.154,0.108,0.0079,0.101,0.012,13.2,35.1,56.3,8.92,24.5,9.47,3.257,8.26,1.573,8.07,1.732,5.75,0.737,5.21,0.7,0.234,0.0057,13.2,-1.3,-83.5,-11.9,0.024,0.028,1.41,5.021,0.038,"used bottles: 1L amber, 250ml HDPE"
5/23/2011 9:30,FLUME_LJ,JEMEZ_S 462,GRAB,Grab,Surface water,7.4,7.7,5.5,-9999,70.2,0.63,8.056,2.652,0.07511,0.0657,2.3961,0.065,0.08,0.125,6.3099,0.5947,10.023,0.9057,5.4744,1.7953,0.0506,11.0696,0.0162,0.0186,132.6343,11069.6289,52.2,0.694,0.324,0.0436,1.15,30.3,0.0998,0.323,0.904,1.32,0.728,0.1173,49.6,0.373,0.0001,0.0037,0.085,0.0224,15.6,47.2,87.4,11.8,17.09,9.6,3.129,11.4,1.621,8.81,1.917,5.04,0.889,4.24,0.81,0.234,0.0182,13.6,-9999,-81.5,-11.6,0.015,0.056,1.38,4.246,0.036,"used bottles: 1L amber, 250ml HDPE"
5/23/2011 9:15,FLUME_RM,JEMEZ_S 463,GRAB,Grab,Surface water,7.1,7.5,7.6,-9999,70.6,0.5,6.331,1.392,0.0538,0.2857,0.8679,0.065,0.08,0.125,2.749,0.4889,6.4035,0.5923,5.0027,1.0065,0.0279,13.2472,0.0017,0.0495,87.0471,13247.1682,169,0.369,0.382,0.0424,0.25,7.92,0.0566,0.141,0.503,0.489,1.73,0.049,23.4,0.703,0.0001,0.005,0.066,0.0467,3.56,21.6,45.8,5.13,0.615,4.36,0.89,4.07,0.893,4.04,0.935,2.87,0.529,3,0.47,0.234,0.0011,4.89,-9999,-80.8,-11.7,0.019,0.188,1.4,0.809,0.027,"used bottles: 1L amber, 250ml HDPE"
5/23/2011 10:45,FLUME_UJ,JEMEZ_S 464,GRAB,Grab,Surface water,7.3,7.7,8.7,-9999,73.2,0.51,5.749,3.644,0.1429,0.0317,1.3616,0.065,0.08,0.125,3.3667,0.5279,6.7052,0.8281,3.5546,1.6844,0.0302,14.6424,0.0023,0.0254,121.5822,14642.3721,17.2,0.586,0.319,0.0468,1.82,46,0.142,0.305,0.787,0.93,0.326,0.1846,172,0.301,0.0001,0.0095,0.051,0.0082,8.87,99.6,180,25.6,53.6,24.9,4.48,27.2,4.52,26.4,6.03,18.1,3.08,17.7,3.16,0.234,0.0181,38.1,-6.6,-87.4,-12.3,0.018,0.02,1.36,4.234,0.044,"used bottles: 1L amber, 250ml HDPE"
5/10/2011 16:30,FLUME_UJ,JEMEZ_S 465,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,5.619,3.928,0.1663,0.1249,0.9624,0.065,0.08,0.125,3.6851,0.51,6.4644,0.7688,3.5279,1.868,0.031,12.9696,0.0035,0.0453,130.7161,12969.6498,34.7,0.733,0.447,0.0575,0.727,52.9,0.0854,0.428,1.4,3.88,0.345,0.1049,189,0.306,0.0001,0.0042,0.087,0.0132,10.4,113,197,28.8,71.6,28.8,5.09,31.6,4.87,32.1,6.74,19.4,2.78,18.7,3.18,0.234,0.0516,34.6,-9999,-85.2,-11.8,-9999,-9999,-9999,-9999,-9999,"used bottles: 1L amber, 250ml HDPE"
5/16/2011 16:30,FLUME_UJ,JEMEZ_S 466,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,6.066,3.963,0.2088,0.055,0.8346,0.065,0.08,0.125,3.6832,0.5593,6.5824,0.7821,3.5492,1.9004,0.0321,13.0204,0.0039,0.0606,124.2204,13020.4473,29.2,0.728,0.451,0.0453,0.845,55.4,0.102,0.282,0.759,1.56,0.369,0.026,185,0.31,0.0072,0.0049,0.105,0.011,10.5,115,200,28.5,72.3,27.3,5.37,33.9,4.93,29.9,6.24,18.7,2.9,19.8,3.13,0.234,0.0345,32.9,-9999,-85.5,-12,-9999,-9999,-9999,-9999,-9999,"used bottles: 1L amber, 250ml HDPE"
5/20/2011 16:30,FLUME_UJ,JEMEZ_S 467,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,6.087,3.731,0.1424,0.055,0.8485,0.065,0.08,0.125,3.5499,0.5331,6.7617,0.8122,3.5941,1.7686,0.032,13.0158,0.0031,0.054,121.6301,13015.8465,21.1,0.645,0.369,0.0465,1,46.8,0.152,0.314,0.955,2.1,0.312,0.083,165,0.325,0.0001,0,0.058,0.0038,10.1,97.9,177,25.2,66.8,26.4,4.74,27.5,4.74,27.3,5.86,16.7,2.63,17.4,2.573,0.234,0.028,29.9,-9999,-86.9,-12,-9999,-9999,-9999,-9999,-9999,"used bottles: 1L amber, 250ml HDPE"
5/23/2011 11:30,FLUME_LJ,JEMEZ_S 468,GRAB,Grab,Surface water,6.7,7.5,9.7,-9999,70.6,0.69,7.265,4.62,0.1864,0.2832,0.9089,0.065,0.08,0.125,3.5675,0.5357,7.5888,1.0243,4.5823,2.0112,0.0446,11.9845,0.0031,0.0455,124.8209,11984.4688,4.61,1.38,0.578,0.0977,4.84,100,0.144,0.537,1.35,1.4,0.407,0.0285,177,0.402,0.0515,0.0043,0.052,0.0267,17.3,145,266,37.1,75.9,35.8,6.69,35.2,5.47,33,6.85,18.4,2.76,17.5,2.947,0.234,0.0605,41.5,-9999,-82.3,-11.1,0.019,0.005,1.32,4.091,0.048,"used bottles: 1L amber, 250ml HDPE"
5/23/2011 12:00,FLUME_HG,JEMEZ_S 469,GRAB,Grab,Surface water,6.7,7.3,12,-9999,70.2,0.31,3.774,3.29,0.1067,0.0029,0.8049,0.065,0.08,0.125,4.0604,0.5068,4.0354,0.6571,2.5142,1.2993,0.0236,9.2962,0.0036,0.0389,136.2732,9296.1567,5.82,0.587,0.229,0.0401,1.04,37.4,0.12,0.229,0.929,1.17,0.149,0.1221,233,0.0396,0.0184,0.001,0.029,0.0006,7.15,136,224,32.5,92.2,32.5,4.85,37.5,5.89,33.9,7.55,21.2,3.41,20.7,3.35,0.234,0.0232,16,-9.6,-86.8,-12.2,0.016,0.008,1.36,2.843,0.046,"used bottles: 1L amber, 250ml HDPE"
5/23/2011 12:30,FLUME_LLJ,JEMEZ_S 470,GRAB,Grab,Surface water,6.6,7.3,13.8,-9999,66.9,0.28,3.99,2.298,0.07537,0.055,0.6137,0.065,0.08,0.125,2.6435,0.4838,4.2031,0.4366,2.3668,0.7794,0.0232,9.1816,0.002,0.0137,93.448,9181.5708,20.4,0.741,0.285,0.0351,0.463,19.9,0.0717,0.175,0.745,1.16,0.244,0.031,72.7,0.0605,0.0001,0.0025,0.025,0.0015,5.43,48,131,11.7,0.615,13.43,2.066,12.9,2.11,11.6,2.62,7.94,1.11,6.94,1.194,0.234,0.0176,8.52,-9.6,-89.8,-12.6,0.019,0.023,1.43,4.076,0.031,"used bottles: 1L amber, 250ml HDPE"
5/23/2011 13:00,VGJJ7,JEMEZ_S 471,GRAB,Grab,Surface water,8.3,8.9,17.3,-9999,117.5,0.42,7.008,3.168,0.1274,0.7561,1.4362,0.065,0.0375,0.125,1.474,0.2473,4.6219,0.5285,1.909,1.8568,0.0217,12.3987,0.0021,0.0556,97.0592,12398.6656,10.5,0.561,0.289,0.0578,2.79,90.4,0.108,0.46,0.937,0.869,0.766,0.048,324,0.0785,0.0001,0.0018,0.027,0.015,7.44,130,179,39.8,171.5,48,8.83,54.4,8.73,55.2,11.7,37.4,6.05,42.8,7.16,0.234,0.0224,50.2,-8.7,-81.8,-11.2,0.016,0.012,1.31,2.129,0.037,"used bottles: 1L amber, 250ml HDPE"
5/23/2011 13:30,VGJJ9,JEMEZ_S 472,GRAB,Grab,Surface water,8,7.8,15.7,-9999,97.5,0.72,8.515,2.842,0.07778,0.6771,1.4468,0.065,0.08,0.125,1.43,0.2202,5.5622,0.994,10.2408,1.1546,0.0255,23.8952,0.0063,0.047,145.58,23895.2,18,2.42,1.03,0.181,3.76,108,0.162,0.351,1.46,1.6,1.13,0.0774,139,1.61,0.0001,0.0101,0.034,0.0428,5.82,139,269,34.1,38.7,28.7,4.51,30.3,4.8,25.6,5.36,14.6,2.11,13.7,2.0569,0.234,0.0992,169,-8.6,-83.1,-11.3,0.017,0.012,1.27,2.375,0.038,"used bottles: 1L amber, 250ml HDPE"
6/13/2011 9:40,FLUME_HG,JEMEZ_S473,GRAB,Grab,Surface water,6.4,-9999,11.1,51.5,60,-9999,4.486,3.78377,0.2062,0.2488,0.5299,0.065,0.08,0.125,3.0776,0.1108,5.1608,0.8516,3.333,1.0736,0.0307,9.784,0.0036,0.035,51.613,9783.9795,15.9,0.696,0.188,0.04,2.72,34.7,0.0956,0.281,1.33,1.71,0.216,0.0285,199,0.0943,0.2,0.003,0.013,0.0047,8.52,110,187,29.2,84.5,29,4.55,34.3,5.17,27.5,6.36,18.4,2.48,16.7,3.36,0.234,0.0351,15,-8.8,-84.4,-11.9,0.023,0.014,1.42,4.053,0.038,"used bottles: 1L amber, 250ml HDPE"
6/13/2011 10:50,TopHGSp,JEMEZ_S474,GRAB,Grab,Surface water,5.5,-9999,14.6,19.8,63.8,-9999,3.545,1.68737,0.37437,0.0373,1.3722,0.065,0.021,0.125,3.6749,0.138,3.5341,0.5527,2.4885,1.8592,0.0227,8.762,0.0031,0.0027,22.937,8761.9517,19.5,0.352,0.0526,0.0479,1.75,9.88,0.0626,0.333,0.727,3.06,0.0958,0.059,199,0.0015,0.0001,0.0027,0.018,0.0015,3.68,80.8,102,21.8,103.5,25.3,3.48,28.4,4.49,25.9,6.03,19.5,2.47,19.2,3.17,0.234,0.0228,9.43,-15.7,-88.5,-12.5,0.004,0.024,1.49,1.126,0.054,"used bottles: 1L amber, 250ml HDPE"
6/13/2011 11:35,LowerHG,JEMEZ_S475,GRAB,Grab,Surface water,7.2,-9999,18.8,33,37.4,-9999,3.718,2.51516,0.15771,0.2699,1.7095,0.065,0.08,0.125,6.3324,0.1651,5.5946,0.9056,3.1612,1.1894,0.0255,11.1059,0.0055,0.0329,7.7062,11105.9344,18.6,0.291,0.238,0.0458,5.8,5.18,0.112,0.346,1.47,3.3,0.155,0.1445,219,0.117,0.0001,0,0.021,0.0096,3.52,139,73.4,36.5,209.5,40.8,5.22,39.6,5.17,31.8,6.56,19.8,2.57,16.7,2.709,0.234,0.0157,12.9,-12.3,-83.9,-12.2,0.034,0.025,1.42,1.152,0.066,"used bottles: 1L amber, 250ml HDPE"
6/13/2011 12:35,FLUME_LLJ,JEMEZ_S476,GRAB,Grab,Surface water,7.2,-9999,16,41.9,66.9,-9999,3.897,1.80542,0.12169,0.055,0.5176,0.065,0.08,0.125,2.3423,0.4387,4.5126,0.4351,2.5728,0.5176,0.024,8.2902,0.0018,0.0268,35.8663,8290.1922,22.4,0.766,0.289,0.0587,1.29,23.5,0.0697,0.207,0.806,2.36,0.249,0.026,69.1,0.0262,0.123,0.0004,0.012,0.0015,5.03,49,132,12.2,0.615,12.35,1.76,13,2.06,10.89,2.19,7.11,0.965,6.78,1.099,0.234,0.0169,7.06,-7,-88.9,-12.7,0.008,0.017,1.41,3.19,0.039,"used bottles: 1L amber, 250ml HDPE"
6/13/2011 14:30,VGJJ7,JEMEZ_S477,GRAB,Grab,Surface water,8.5,-9999,20,92.7,124.4,-9999,5.783,3.90631,0.20849,1.2674,2.0202,0.0537,0.0384,0.0656,1.4916,0.2369,5.523,0.9822,11.2744,1.0936,0.0256,25.331,0.0071,0.0238,74.4253,25331.0474,19.8,3.03,1.27,0.178,6.39,122,0.206,0.322,1.26,1.41,1.46,0.1111,157,2.01,0.0001,0.0101,0.043,0.0441,5.33,153,298,37.1,43.1,30.2,4.9,32.8,5.33,30,5.84,16.1,2.39,14.3,1.84,0.234,0.089,172,-10.9,-79.4,-10.5,0.037,-0.007,1.39,2.121,0.034,"used bottles: 1L amber, 250ml HDPE"
