SiteCode,date collected (yyyy-mm-dd),time collected (hhmm),DateTime,SampleCode,pH (pH),EC (uS/cm),acid-neutralizing capacity (ueq/L),acidity (ueq/L),alkalinity (ueq/L),H+ (ueq/L),NH4+ (ueq/L),Ca++ (ueq/L),Mg++ (ueq/L),Na+ (ueq/L),K+ (ueq/L),Cl- (ueq/L),NO3- (ueq/L),SO4-- (ueq/L),PO4--- (ueq/L),Si (umol/L),cation sum,anion sum,charge balance,total N (umol/L),total dissolved N (umol/L),particulate N (umol/L),dissolved org N (umol/L),inorganic N (umol/L),total P (umol/L),total dissolved P (umol/L),particulate P (umol/L),dissolved org P (umol/L),inorganic P (umol/L),delta 18O (per mill),delta 18O std dev,delta D (per mill),delta D std dev,D excess (per mill),tritium (TU),tritium std dev,total org C (mg/L),dissolved org C (mg/L),particulate org C (mg/L)
GREEN LAKE 1,8/16/2007,1335,,404,7.26,52.3,318.42,NP,NP,0.055,trace,404.3413,35.538,45.5419,10.869,4.1463,10.8379,143.408,u,49.7506,496.3452,476.8122,0.0201,15.7405,15.3873,0.3533,4.5494,10.8379,u,u,u,u,u,-15.0641,0.0213,-113.702,0.2766,6.8107,NP,NP,NP,0.6385,NP
GREEN LAKE 1,8/23/2007,1330,,405,7.38,54.6,352.44,NP,NP,0.0417,0.5266,427.6447,39.1576,48.7608,12.429,5.3028,11.9023,140.285,u,56.0712,528.5604,509.9301,0.0179,16.3677,13.9897,2.378,1.5608,12.4289,0.0355,u,0.0355,u,u,-14.7918,0.0725,-112.1319,0.0668,6.2021,NP,NP,NP,0.6095,NP
GREEN LAKE 1,8/30/2007,1310,,406,7.32,50.5,330.4,NP,NP,0.0479,0.842,397.0559,35.7848,48.4563,11.9431,5.331,5.2576,138.5986,u,42.2104,494.1299,479.5872,0.0149,19.5932,12.0979,7.4953,5.9983,6.0996,0.0355,u,0.0355,u,u,-14.5598,0.0017,-110.6586,0.1574,5.8195,NP,NP,NP,0.9,NP
GREEN LAKE 1,9/7/2007,1515,,407,7.51,53.7,362.05,NP,NP,0.0309,0.4249,427.3952,39.1576,49.4132,12.5569,4.0053,7.2414,142.9291,u,51.7447,528.9788,516.2258,0.0122,10.0032,10.4768,u,2.8105,7.6663,u,u,u,u,u,-14.6308,0.0332,-109.7819,0.1357,7.2649,NP,NP,NP,0.7303,NP
GREEN LAKE 1,9/13/2007,1315,,408,7.4,55,382.19,NP,NP,0.0398,0.7051,429.6906,38.2527,49.8917,12.4802,4.0053,7.2252,141.3468,u,52.8019,531.0601,534.7673,-0.0035,11.399,12.3003,u,4.3699,7.9303,u,u,u,u,u,-14.4186,0.0287,-109.0372,0.1536,6.3117,NP,NP,NP,0.7063,NP
GREEN LAKE 1,9/20/2007,1330,,409,7.45,51.6,341.55,NP,NP,0.0355,u,424.9501,37.4301,48.2388,11.3293,4.5976,6.8382,145.136,u,43.0604,521.9838,498.1218,0.0234,11.16,9.1531,2.0069,2.315,6.8382,0.0743,u,0.0743,u,u,-14.1377,0.066,-107.458,0.0505,5.6438,NP,NP,NP,1.1144,NP
GREEN LAKE 1,9/27/2007,1330,,410,7.64,58.6,422.52,NP,NP,0.0229,0.7534,502.2455,44.4225,50.2832,12.7615,4.231,8.2252,137.9115,u,64.2468,610.489,572.8876,0.0318,16.9543,12.4414,4.5129,3.4628,8.9786,0.0613,0.0517,0.0097,0.0517,u,-14.3176,0.0711,-107.508,0.1082,7.0325,NP,NP,NP,0.5908,NP
GREEN LAKE 1,10/4/2007,1305,,411,7.44,51.3,338.71,NP,NP,0.0363,1.0514,420.8084,37.0188,47.9343,11.3038,3.8643,2.645,144.8446,u,28.9126,518.1529,490.0638,0.0279,6.7695,6.9667,u,3.2704,3.6963,0.0775,0.0678,0.0097,0.0678,u,-13.7468,0.08,-105.9448,0.1213,4.0296,NP,NP,NP,1.0894,NP
GREEN LAKE 1,10/11/2007,1215,,412,7.51,51.9,341.92,NP,NP,0.0309,0.6683,425.3493,37.101,48.2823,10.9713,4.3156,3.0643,148.1133,u,27.335,522.4031,497.4131,0.0245,8.1306,8.0503,0.0803,4.3178,3.7325,u,u,u,u,u,-13.6225,0.0645,-104.8718,0.1271,4.1081,NP,NP,NP,0.9318,NP
GREEN LAKE 1,6/12/2008,1305,,413,7.14,52.1,314.72,NP,NP,0.0724,u,399.3933,37.5888,44.8173,10.088,4.1745,12.2087,160.4179,0.2906,23.2463,491.9598,491.8117,0.0002,16.6458,15.2708,1.3751,3.0621,12.2087,0.1065,0.0904,0.0161,u,0.0969,-15.2305,0.0554,-114.3741,0.1081,7.4699,NP,NP,NP,1.114,NP
GREEN LAKE 1,6/19/2008,1515,,414,7.19,51.6,305.53,NP,NP,0.0646,u,397.8393,37.1829,45.8383,9.9409,4.2592,13.3538,159.9599,u,25.326,490.866,483.1028,0.008,18.6244,17.563,1.0613,4.2092,13.3538,0.1001,u,0.1001,u,u,-14.5227,0.0481,-112.2658,0.0198,3.916,NP,NP,NP,0.848,NP
GREEN LAKE 1,6/26/2008,1440,,415,6.93,49.1,295.92,NP,NP,0.1175,u,368.3134,33.5759,44.5263,9.9409,3.9489,13.4667,155.3795,u,28.027,456.474,468.715,-0.0132,15.4783,16.0352,u,2.5685,13.4667,0.1162,0.0775,0.0387,0.0775,u,-15.6142,0.0344,-117.6893,0.0426,7.2247,NP,NP,NP,1.171,NP
GREEN LAKE 1,7/3/2008,1347,,416,7.09,48.7,282.43,NP,NP,0.0813,u,366.7594,32.6578,41.3227,9.4995,3.0745,12.2894,148.0508,u,27.6444,450.3206,445.8447,0.005,19.2444,19.5863,u,7.2969,12.2894,0.1098,u,0.1098,u,u,-15.7846,0.039,-119.3132,0.0738,6.9632,NP,NP,NP,0.9622,NP
GREEN LAKE 1,7/10/2008,1345,,417,7.44,47.5,283.25,NP,NP,0.0363,u,362.8744,32.2498,43.366,9.2578,5.19,11.0153,145.3442,u,26.6543,447.7843,444.7995,0.0033,16.8705,14.4217,2.4488,3.4064,11.0153,0.226,u,0.226,u,u,-15.9394,0.0339,-119.2596,0.1878,8.2558,NP,NP,NP,0.911,NP
GREEN LAKE 1,7/17/2008,1430,,418,6.96,47.4,284.58,NP,NP,0.1096,u,358.9894,32.7598,42.2579,9.9409,5.7541,8.6929,144.0534,0.2906,28.1471,444.0576,443.3709,0.0008,17.0418,14.4145,2.6273,5.7217,8.6929,0.1388,0.1098,0.0291,0.0129,0.0969,-16.0015,0.0433,-119.3356,0.0929,8.6762,NP,NP,NP,1.081,NP
GREEN LAKE 1,7/24/2008,1510,,419,7.33,45.3,276.9,NP,NP,0.0468,u,349.6654,31.8417,44.5162,9.9409,3.3284,6.1124,140.6389,0.2906,27.7649,436.011,427.2703,0.0101,15.343,11.1989,4.1442,5.0864,6.1124,0.1517,0.1162,0.0355,0.0194,0.0969,-15.4791,0.0517,-118.0308,0.0236,5.8022,NP,NP,NP,0.8643,NP
GREEN LAKE 1,7/31/2008,1500,,420,7.26,46.3,288.19,NP,NP,0.055,u,355.1044,32.2316,44.3023,9.6466,3.6386,8.0961,140.6389,u,32.306,441.3397,440.5637,0.0009,12.4435,13.7943,u,5.6981,8.0961,u,u,u,u,u,-16.039,0.0204,-120.7562,0.0442,7.5555,NP,NP,NP,0.8728,NP
GREEN LAKE 1,8/7/2008,1210,,421,7.21,46.2,282.4,NP,NP,0.0617,u,348.1114,31.9088,42.8204,9.9409,3.8643,4.5319,139.9519,u,27.368,432.8432,430.748,0.0024,12.494,10.2808,2.2132,5.7489,4.5319,0.1162,0.0904,0.0258,0.0904,u,-15.9107,0.0592,-120.0645,0.1602,7.221,NP,NP,NP,0.9577,NP
GREEN LAKE 1,8/14/2008,1510,,422,6.94,46.9,275.33,NP,NP,0.1148,1.8563,348.9557,31.4785,42.1056,6.9983,3.4412,5.2899,140.3266,0.4843,34.7527,431.5093,424.872,0.0078,15.921,11.3191,4.6019,4.1729,7.1462,0.2518,0.1517,0.1001,u,0.1614,-15.9346,0.0297,-119.9781,0.1842,7.4984,NP,NP,NP,0.9316,NP
GREEN LAKE 1,8/21/2008,1345,,423,7.03,46.6,305.85,NP,NP,0.0933,1.2851,348.8884,31.4785,43.1025,9.7937,3.2155,5.1125,138.7235,u,31.1152,434.6415,452.9015,-0.0206,14.7072,9.0944,5.6128,2.6968,6.3976,0.2034,0.1195,0.0839,0.1195,u,-15.8278,0.0308,-119.7984,0.2482,6.8241,NP,NP,NP,1.137,NP
GREEN LAKE 1,8/28/2008,1445,,424,7.06,47.6,301.13,NP,NP,0.0871,1.2851,359.9107,32.2316,43.7368,9.6609,4.4002,5.4512,138.8276,u,33.0587,446.9122,449.809,-0.0032,13.6363,12.9224,0.7139,6.1861,6.7363,u,u,u,u,u,-15.736,0.0272,-119.027,0.2644,6.861,NP,NP,NP,1.079,NP
GREEN LAKE 1,9/4/2008,1320,,425,7.13,46.4,294.43,NP,NP,0.0741,u,357.5632,32.5543,44.5162,9.7795,3.5822,5.2093,138.2446,u,31.5765,444.4874,441.4661,0.0034,11.2161,11.6801,u,6.4709,5.2093,0.0904,u,0.0904,u,u,-14.7183,0.035,-115.5622,0.148,2.1839,NP,NP,NP,1.113,NP
GREEN LAKE 1,9/18/2008,1340,,426,7.16,53.8,376.54,NP,NP,0.0692,u,417.0332,40.2999,46.3631,10.6648,4.513,11.112,134.8926,u,53.3377,514.4302,527.0577,-0.0121,20.0745,18.7744,1.3,7.6624,11.112,0.4649,0.0904,0.3745,0.0904,u,-15.2528,0.0256,-116.4016,0.1245,5.6209,NP,NP,NP,1.2323,NP
GREEN LAKE 1,10/3/2008,1250,,427,7.23,57,431.39,NP,NP,0.0589,u,442.0732,44.8181,51.0566,12.7359,4.2592,10.7088,131.1867,u,64.4481,550.7428,577.5446,-0.0238,12.9938,13.4935,u,2.7847,10.7088,0.0904,0.0904,u,0.0904,u,-15.12,0.0689,-115.2118,0.2702,5.748,NP,NP,NP,1.5943,NP
GREEN LAKE 1,10/16/2008,1245,,428,6.95,50,321.3,NP,NP,0.1122,0.6425,385.5478,36.7498,46.309,10.2976,4.4002,6.1285,136.9746,u,36.7515,479.659,468.8033,0.0114,12.4226,11.2803,1.1423,4.5092,6.7711,0.0936,0.0872,0.0065,0.0872,u,-14.9151,0.03,-113.7988,0.2797,5.5218,NP,NP,NP,1.8818,NP
GREEN LAKE 1,10/30/2008,1330,,429,7.16,50,320.56,NP,NP,0.0692,0.9281,390.4482,35.9968,46.432,9.5631,4.9643,6.5479,141.5134,0.1937,34.2261,483.4374,473.7793,0.0101,12.9224,12.2798,0.6425,4.8038,7.476,0.113,0.1001,0.0129,0.0355,0.0646,-14.8105,0.085,-113.1111,0.2932,5.3726,NP,NP,NP,1.058,NP
GREEN LAKE 1,11/19/2008,1430,,430,7.16,50.5,333.52,NP,NP,0.0692,0.9995,409.2908,38.7938,48.7808,10.599,4.7387,7.4994,149.654,0.2906,36.7766,508.533,495.7026,0.0128,13.2794,11.5659,1.7135,3.067,8.4989,0.2421,0.155,0.0872,0.0581,0.0969,-14.8888,0.065,-114.0706,0.4129,5.04,NP,NP,NP,1.575,NP
GREEN LAKE 1,6/11/2009,1300,,431,7.09,48.8,279.87,NP,NP,0.0813,u,372.5793,32.7019,40.5459,8.8511,4.7105,11.4185,143.5954,u,40.732,454.7595,439.5943,0.017,NP,17.1347,NP,5.7162,11.4185,NP,0.0388,NP,0.0388,u,-15.8942,0.0309,-119.3162,0.2202,7.8373,NP,NP,NP,1.966,NP
GREEN LAKE 1,6/25/2009,825,,432,6.98,47.1,283,NP,NP,0.1047,1.0568,371.1085,31.3479,41.8271,8.7372,4.2874,10.6766,140.0768,u,41.8867,454.1821,438.0407,0.0181,NP,14.2789,NP,2.5456,11.7333,NP,u,NP,u,u,-16.2128,0.0664,-120.999,0.1429,8.7037,NP,NP,NP,1.0962,NP
GREEN LAKE 1,7/9/2009,815,,433,7.19,47.8,270.93,NP,NP,0.0646,1.9009,351.8558,30.6709,41.8271,9.0349,4.8233,8.5316,135.4964,0.0678,45.2059,435.3542,419.8491,0.0181,NP,13.6263,NP,3.1938,10.4325,NP,0.0355,NP,0.0129,0.0226,-16.293,0.113,-122.136,0.204,8.208,NP,NP,NP,1.5704,NP
GREEN LAKE 1,7/23/2009,1340,,434,7,45.5,285.02,NP,NP,0.1,1.8213,348.1038,30.6709,41.8271,9.6159,4.5412,7.2091,134.2056,u,47.8365,432.139,430.9759,0.0013,NP,14.5719,NP,5.5415,9.0304,NP,u,NP,u,u,-16.2841,0.0808,-121.4823,0.2362,8.7902,NP,NP,NP,1.0623,NP
GREEN LAKE 1,8/6/2009,1345,,435,7.1,44.8,279.45,NP,NP,0.0794,u,363.4166,30.6683,42.4971,10.8255,3.7232,9.596,130.5829,u,49.8664,447.487,423.3521,0.0277,NP,13.8216,NP,4.2256,9.596,NP,0.0652,NP,0.0652,u,-16.0628,0.0673,-120.8797,0.0613,7.6223,NP,NP,NP,1.1877,NP
GREEN LAKE 1,8/20/2009,1325,,436,7.38,46.3,299.33,NP,NP,0.0417,3.1495,369.1004,32.0585,46.3378,12.2244,7.1644,5.306,130.8327,0.0866,50.6108,462.9123,442.7198,0.0223,NP,16.0637,NP,7.6082,8.4555,NP,0.0724,NP,0.0435,0.0289,-15.7796,0.044,-119.9536,0.2339,6.2828,NP,NP,NP,1.5397,NP
GREEN LAKE 1,9/3/2009,1240,,437,7.55,46.9,302.34,NP,NP,0.0282,1.8824,375.1344,31.9583,44.3186,10.2041,4.7105,2.9353,128.022,u,50.147,463.526,438.0077,0.0283,NP,5.8186,NP,1.0009,4.8177,NP,u,NP,u,u,-15.4483,0.0344,-118.2342,0.0887,5.3525,NP,NP,NP,1.0816,NP
GREEN LAKE 1,9/17/2009,1400,,438,7.42,57.3,407.93,NP,NP,0.038,0.6076,470.7717,44.1359,49.7551,12.9239,3.8643,8.6445,125.7735,0.0969,70.7856,578.2324,546.3091,0.0284,NP,10.3522,NP,1.1001,9.2521,NP,0.0904,NP,0.0581,0.0323,-15.4083,0.0501,-117.1289,0.2209,6.1377,NP,NP,NP,0.522,NP
GREEN LAKE 1,9/24/2010,1430,,439,7.11,52.4,352.79,NP,NP,0.0776,u,422.8966,38.0537,44.8949,10.3831,3.3284,3.3707,130.7911,0.1259,45.8958,516.3059,490.406,0.0257,NP,9.3527,NP,5.982,3.3707,NP,0.1873,NP,0.1453,0.042,-14.7198,0.0683,-113.8457,0.2419,3.9129,NP,NP,NP,1.148,NP
GREEN LAKE 1,10/7/2010,1630,,440,7.14,53.7,360.75,NP,NP,0.0724,u,441.4767,39.5283,46.6137,13.0062,1.9744,3.0804,131.4157,u,46.06,540.6973,497.2205,0.0419,NP,7.5678,NP,4.4874,3.0804,NP,0.014,NP,0.014,u,-14.5269,0.0474,-113.0491,0.2545,3.1659,NP,NP,NP,1.119,NP
GREEN LAKE 4,3/11/1982,DNS,,441,6.4,18,88.51,NP,NP,0.4,NP,114.77,24.68,21.75,10.23,25.389,NP,58.296,NP,83.2,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,4/22/1982,DNS,,442,5.7,18,90.15,NP,NP,2,NP,99.8,24.68,17.4,12.79,9.591,NP,72.87,NP,44.928,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,5/6/1982,DNS,,443,6,17,81.95,NP,NP,1,NP,99.8,16.45,26.1,12.79,16.926,NP,85.362,NP,39.936,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,5/27/1982,DNS,,444,6.3,17,99.98,NP,NP,0.5,NP,139.72,25.5,23.93,8.95,24.543,NP,108.264,NP,34.944,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,6/3/1982,DNS,,445,6.2,19,90.15,NP,NP,0.63,NP,149.7,27.97,24.36,13.55,31.877,NP,99.936,NP,34.944,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,6/10/1982,DNS,,446,6.2,18.8,90.15,NP,NP,0.63,NP,134.73,26.32,20.01,12.79,33.852,NP,89.526,NP,29.952,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,6/24/1982,DNS,,447,6,14.6,78.67,NP,NP,1,NP,74.85,16.45,10.88,8.44,4.796,NP,41.64,NP,24.96,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,7/8/1982,DNS,,448,5.9,9.7,78.67,NP,NP,1.26,NP,54.89,10.69,7.4,4.86,3.103,NP,37.476,NP,11.648,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,7/29/1982,DNS,,449,6,9.2,78.67,NP,NP,1,NP,49.9,9.05,1.74,2.56,6.77,NP,27.066,NP,19.968,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,8/12/1982,DNS,,450,6.5,9.7,78.67,NP,NP,0.32,NP,49.9,8.23,1.74,2.56,5.078,NP,29.148,NP,19.968,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,8/26/1982,DNS,,451,6.6,10.8,81.95,NP,NP,0.25,NP,56.89,15.63,14.36,6.14,2.257,NP,33.937,NP,20.8,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,9/17/1982,DNS,,452,6.6,12.8,86.87,NP,NP,0.25,NP,64.87,17.27,16.53,4.86,2.539,NP,40.183,NP,20.8,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,10/1/1982,DNS,,453,6.6,15,88.51,NP,NP,0.25,NP,77.34,19.74,20.01,5.37,5.36,NP,52.05,NP,24.96,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,10/15/1982,DNS,,454,6.6,14.5,90.15,NP,NP,0.25,NP,82.33,21.39,21.32,5.63,2.821,NP,54.757,NP,29.12,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,11/19/1982,DNS,,455,6.7,16.8,91.78,NP,NP,0.2,NP,97.8,24.68,24.36,7.67,8.181,NP,57.88,NP,33.28,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,12/21/1982,DNS,,456,6.7,20.9,101.62,NP,NP,0.2,NP,138.22,31.26,25.66,8.69,3.667,NP,71.621,NP,41.6,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,1/13/1983,DNS,,457,6.4,20.4,81.95,NP,NP,0.4,NP,134.23,27.97,36.54,9.72,8.181,NP,68.081,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,2/17/1983,DNS,,458,6.4,26,81.95,NP,NP,0.4,NP,186.13,36.19,79.17,30.94,27.646,NP,70.372,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,3/10/1983,DNS,,459,6.6,28,90.15,NP,NP,0.25,NP,130.74,26.32,57.86,16.62,30.749,NP,69.539,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,4/11/1983,DNS,,460,NP,27,81.95,NP,NP,NP,NP,94.81,20.57,21.75,10.23,11.002,NP,70.372,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,5/5/1983,DNS,,461,NP,26,83.59,NP,NP,NP,NP,109.78,24.68,39.15,15.34,20.311,NP,85.778,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,6/2/1983,DNS,,462,NP,27.1,90.15,NP,NP,NP,NP,119.76,24.68,26.1,10.23,15.516,NP,102.226,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,6/10/1983,DNS,,463,NP,20.6,81.95,NP,NP,NP,NP,94.81,24.68,19.57,15.34,14.669,NP,64.958,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,6/16/1983,DNS,,464,NP,18.8,81.95,NP,NP,NP,NP,89.82,24.68,19.57,12.79,6.206,NP,57.047,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,6/23/1983,DNS,,465,6.93,11.8,81.95,NP,NP,0.12,NP,49.9,12.34,13.05,10.23,10.156,NP,37.268,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,7/7/1983,DNS,,466,7.54,10.46,81.95,NP,NP,0.03,NP,39.92,16.45,15.22,7.67,7.899,NP,39.142,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,7/21/1983,DNS,,467,6.6,8.8,81.95,NP,NP,0.25,NP,34.93,12.34,10.88,5.11,9.591,NP,21.028,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,8/4/1983,DNS,,468,7.07,8.6,81.95,NP,NP,0.09,NP,29.94,12.34,10.88,5.11,7.899,NP,24.359,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,8/18/1983,DNS,,469,7.37,7.4,81.95,NP,NP,0.04,NP,44.91,12.34,13.05,5.11,5.36,NP,27.066,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,9/1/1983,DNS,,470,6.75,8.45,81.95,NP,NP,0.18,NP,34.93,12.34,13.05,6.39,5.642,NP,29.356,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,9/15/1983,DNS,,471,6.35,9.09,81.95,NP,NP,0.45,NP,47.4,13.98,13.05,6.39,3.103,NP,31.022,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,9/22/1983,DNS,,472,6.4,9.24,81.95,NP,NP,0.4,NP,47.4,13.98,15.22,6.9,3.949,NP,32.687,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,10/27/1983,DNS,,473,NP,11.73,81.95,NP,NP,NP,NP,64.87,14.81,20.01,5.11,2.257,NP,54.34,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,12/1/1983,DNS,,474,NP,16.52,81.95,NP,NP,NP,NP,67.37,16.45,23.49,8.18,2.821,NP,68.706,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,1/5/1984,DNS,,475,NP,17.7,NP,NP,NP,NP,NP,113.77,15.63,27.84,25.83,NP,NP,NP,NP,18.803,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,5/31/1984,DNS,,476,NP,14.6,67.36,NP,NP,NP,NP,112.77,19.74,10.01,22.5,7.899,NP,49.968,NP,20.134,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,6/7/1984,DNS,,477,NP,14.6,66.05,NP,NP,NP,NP,110.78,20.57,13.92,19.94,8.181,NP,45.596,NP,26.79,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,6/14/1984,DNS,,478,NP,15.76,70.97,NP,NP,NP,NP,110.28,19.74,14.79,21.22,10.72,NP,23.943,NP,41.434,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,6/21/1984,DNS,,479,5.82,12.4,55.89,NP,NP,1.51,NP,90.32,15.63,13.92,15.85,11.566,NP,39.766,NP,50.918,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,6/28/1984,DNS,,480,NP,10.35,60.97,NP,NP,NP,NP,85.83,13.16,13.92,10.23,4.231,NP,28.107,NP,27.123,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,7/5/1984,DNS,,481,8.57,9.3,59.99,NP,NP,0,NP,77.84,10.69,11.75,8.95,1.693,NP,21.653,NP,32.115,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,7/12/1984,DNS,,482,8.03,8.14,65.89,NP,NP,0.01,NP,70.86,9.87,10.01,7.67,2.539,NP,20.82,NP,29.286,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 4,7/19/1984,DNS,,483,NP,8.48,59.99,NP,NP,NP,NP,52.4,8.23,9.13,4.09,2.821,NP,21.445,NP,11.648,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
