DateTime,SiteCode,SampleCode,SamplingMethod,SampleType,pH,EC,TIC,TOC,TN,F-,Cl-,NO2-,Br-,NO3-,SO4,PO4,Be9,B11,Na23,Mg24,Al27,Si28,P31,K39,Ca40,Ti49,V51,Cr52,Mn55,Fe56,Co59,Ni60,Cu63,Zn64,As75,Se78,Sr88,Y89,Mo98,Ag107,Cd111,Sn118,Sb121,Ba138,La139,Ce140,Pr141,Nd145,Sm147,Eu153,Gd157,Tb159,Dy164,Ho165,Er166,Tm169,Yb174,Lu175,Tl205,Pb208,U238,NH4-N,Ortho-P,SamplingNote
MST,,,,,pH,uS/cm,mg/L,mg/L,mg/L,umoles/L,umoles/L,umoles/L,umoles/L,umoles/L,umoles/L,umoles/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ng/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ug/L,ug/L,ng/L,(mg/L),(mg/L),
(Detection limit),,,,,,,0.000229,0.000255,0.000204,0.983,1.14,2.33,1.45,0.724,0.109,1.05,0.042,0.039,3.69,0.366,0.096,0.684,0.723,0.138,0.114,0.027,0.003,0.003,0.012,0.006,0.0014,0.003,0.006,0.045,0.015,0.057,0.012,0.342,0.003,0.000291,0.006,0.003,0.003,0.003,0.429,0.204,0.255,1.23,0.87,0.61,2.41,0.204,0.876,0.231,0.255,0.228,0.762,0.057,0.468,0.678,0.54,0.01,0.01,
(Lab Method),,,,,PH_EC1,PH_EC1,TOC-VCSH,TOC-VCSH,TOC-VCSH,DionexIC,DionexIC,DionexIC,DionexIC,DionexIC,DionexIC,DionexIC,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,SmartChem200,SmartChem200,
7/7/2011 8:55,OR_low,OR-137,GRAB,SW,7.1,-9999,17.41,58.28,10.65,21.1,"-9,999.00",1.17,0.72,0.36,116.12,21.27,0.02,13.69,12677,6715,19.96,"2,144.98","1,142.00",7814,23604,1.54,2.09,0.69,"1,271.10",241.31,7,6.36,17.58,584.9,2.79,0.03,337.64,267.13,2.09,0,0.98,0,1.09,93.94,170.8,347.57,59.68,99.3,57.6,34.86,53.53,6.06,41.41,9.14,26.91,2.98,27.71,5.56,0.23,0.39,39.72,-9999,-9999,
7/11/2011 9:20,OR_low,OR-138,GRAB,SW,7.7,-9999,16.19,51.82,4.65,18.7,"-9,999.00",1.17,0.72,0.36,41.38,0.53,0.02,11.63,11399,6382,19.39,"3,542.79",440.88,5579,23680,1.38,4.19,0.86,629.83,376.91,3.61,18.4,13.68,222.41,2.18,0.03,332.63,267.68,2.79,0,0.33,0,1.25,76.07,182.06,403.48,70.17,134.82,59.74,33.36,67.02,8.27,45.27,8.76,29.62,3.94,25.69,3.44,0.23,0.34,49.21,-9999,-9999,
7/21/2011 8:50,OR_low,OR-140,GRAB,SW,6.8,-9999,8.14,12.82,1.23,0.49,"-9,999.00",1.17,0.72,18.16,222.34,0.53,0.02,3.51,16641,4459,63.49,"3,587.58",41,3707,16699,3.34,3.04,0.21,14.14,46.32,0.27,2.48,7.2,23.63,0.49,0.03,184.12,263.85,0.66,0,0.98,0,0.27,30.18,203.11,324.59,68.62,130.98,54.19,22.97,55.52,5.98,34.93,8.92,25.15,2.56,29.23,3.8,0.23,0.08,28.47,-9999,-9999,
7/21/2011 10:20,OR_mid,OR-141,GRAB,SW,7.1,-9999,14.18,11.7,0.79,12.17,"-9,999.00",1.17,0.72,11.74,169.41,0.53,0.02,6.22,21893,6016,63.69,"4,914.40",54.85,3484,22083,3.11,3.4,0.1,6.81,57.13,0.23,0.91,2.63,4.86,0.59,0.03,248.1,267.11,0.41,0,0.67,0,0.25,34.7,172.05,286.12,62.83,150.19,58.74,23.1,51.81,6.94,43.82,10.93,33.17,4.28,38.02,7.13,0.23,0.12,57.03,-9999,-9999,
7/21/2011 11:40,OR_up,OR-142,GRAB,SW,6.8,-9999,13.51,8.01,5.24,0.49,"-9,999.00",1.17,0.72,393.72,197.31,0.53,0.02,23.38,26549,8911,17.83,"4,641.11",38.86,3063,26920,1.54,1.48,0.03,0.71,20.75,0.27,0.75,1.4,1.48,0.47,0.03,372.61,144.33,0,0,0.03,0,0.06,31.6,56.03,74.05,28.96,61.98,33.77,18.96,21.79,3.21,24.62,6.23,28.11,4.34,43.39,9.9,0.23,0.04,9.43,-9999,-9999,
7/25/2011 15:00,OR_mid,OR-146,GRAB,SW,-9999,155.6,10.69,11.58,0.72,11.32,380.17,1.17,0.72,15.35,67.31,0.53,0.02,3.46,9413,3480,131.62,"3,018.28",120.73,2235,13803,6.4,2.91,0.2,8.59,120.73,0.22,0.49,2.02,3.61,0.53,0.03,153.39,395.84,0.18,0,0.03,0,0.16,20.29,314.69,473.03,96.49,217.71,84.31,26.82,76,9.6,60.56,13.16,40.57,4.45,39.49,6.53,0.23,0.11,39.58,-9999,-9999,
7/25/2011 15:45,OR_up,OR-153,GRAB,SW,-9999,-9999,12.75,10.75,3.25,0.49,"-9,999.00",1.17,0.72,217.46,159.18,0.53,0.02,23.96,22541,6583,29.57,"4,653.85",43.9,3192,22142,1.54,1.67,0.1,0.51,29.57,0.24,0.68,2.27,1.4,0.43,0.03,304.84,187.98,0,0,0.03,0,0.06,28.15,92.57,90.23,39.22,129.05,46.13,19.2,33.13,4.27,38,8.33,30.38,4.27,46.23,9.55,0.23,0.07,10.16,-9999,-9999,
7/25/2011 13:50,OR_low,OR-154,GRAB,SW,-9999,98.1,8.23,13.22,0.75,"-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00",0.02,0.02,4131,2056,94.71,"1,842.20",131.16,1903,11551,3.93,3.31,0.11,1.77,86.1,0.14,0.41,1.98,0.5,0.45,0.03,97.92,370.44,0.11,0,0,0,0.14,11.51,312.37,474.57,94.31,235.28,81.4,24.63,75.39,8.81,51.56,10.61,33.54,4,30.54,4.71,0.23,0.28,50.06,-9999,-9999,
7/28/2011 11:45,OR_mid,OR-150,GRAB,SW,6.9,-9999,25.74,36.45,7.02,0.49,"-9,999.00",1.17,0.72,0.36,160.63,0.53,0.15,6.03,17853,6017,15.92,"5,155.95",51.96,3158,21447,0.75,2.77,0.05,44.45,40.25,0.37,0.65,1.35,1.01,0.53,0.07,268.31,186.21,0,0,0.01,0,0.12,33.24,68.08,91.11,34.34,81.09,37.74,17.12,29.83,3.9,27.33,6.31,20.42,2.8,25.03,4.61,0.23,0.08,30.03,-9999,-9999,
7/28/2011 10:45,OR_low,OR-151,GRAB,SW,7.2,194,21.16,12.63,1.35,36.71,"-9,999.00",1.17,0.72,0.36,120.88,0.53,0.04,0.81,13042,4069,33.03,"3,998.18",67.58,3911,16417,1,3.31,0.27,19.74,54.08,0.35,3.79,5.05,71.91,0.6,0.2,175.23,175.23,0.11,0,2.66,0,0.26,24.88,89.43,185.31,38.77,59.02,34.14,17.72,29,4.13,24.17,5.74,20.04,2.11,20.65,2.32,0.23,0.11,30.21,-9999,-9999,
7/28/2011 12:37,OR_up,OR-152,GRAB,SW,-9999,-9999,24.45,14.54,4.34,8.32,"-9,999.00",1.17,0.72,330.91,234.61,0.53,0.17,23.26,26901,8811,12.08,"5,100.17",29.14,3372,28265,0.88,1.44,0.03,0.18,16.57,0.3,0.74,1.63,0.62,0.49,0.03,377.27,139.73,0,0,0.02,0,0.03,30.74,36.63,25.65,23.95,63.08,27.65,17.97,23.55,2.79,25.35,7.59,31.64,4.09,56.29,11.38,0.23,0.04,9.98,-9999,-9999,
8/1/2011 10:40,OR_up,OR-155,GRAB,SW,6.3,-9999,16.52,5.31,4.44,"-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00",0.02,22.5,27791,8774,8.23,"5,185.64",30.71,3275,28386,0.79,1.49,0,0.27,9.36,0.29,0.72,1.41,0.02,0.42,0.17,380.62,145,0,0,0.02,0,0.05,30.71,39.07,25.17,24.37,77.53,28.4,16.01,23.86,3.12,22.96,7.55,28.7,4.93,51.15,11.28,0.23,0.01,10.07,-9999,-9999,
8/1/2011 10:10,OR_mid,OR-156,GRAB,SW,6.7,-9999,17.43,5.54,0.34,"-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00",0.02,0.9,18984,6520,11.58,"5,342.09",48.83,3280,23457,0.63,2.75,0.13,59.41,67.2,0.36,1.45,1.16,6.03,0.52,0.03,279.59,158.77,0,0,0.02,0,0.11,34.15,58.41,77.29,30.45,77.49,31.05,17.27,24.86,2.8,25.16,5.49,19.97,2.5,26.16,5.09,0.23,0.05,39.94,-9999,-9999,
8/1/2011 9:25,OR_low,OR-157,GRAB,SW,6.4,199.7,13.68,8.94,0.62,"-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00",0.02,0.02,13984,4191,38.55,"4,121.19",63.3,3635,15970,1.16,3.14,0.24,20.8,88.34,0.4,3.51,3.73,33.03,0.63,0.11,172.54,316.48,0.14,0,0.36,0,0.15,23.47,209.02,389.44,73.16,135.07,63.89,23.56,57.78,8.08,49.2,11.73,36.48,5.42,39.24,5.23,0.23,0.1,39.44,-9999,-9999,
8/4/2011 11:10,OR_up,OR-159,GRAB,SW,6.9,-9999,16.18,6.24,4.41,0.49,"-9,999.00",1.17,0.72,271.79,188.36,0.53,0.02,25.35,29094,9235,8.85,"5,097.84",15.42,3454,28719,0.7,1.65,0.02,0.45,12.67,0.32,0.96,1.97,2.59,0.48,0.03,382.09,155.19,0,0,0.04,0,0.06,31.73,44.69,26.42,26.82,70.43,26.82,18.07,22.98,4.03,30.06,7.56,32.22,4.71,58.84,12.28,0.23,0.03,9.82,-9999,-9999,
8/4/2011 10:25,OR_mid,OR-160,GRAB,SW,7.4,-9999,18.47,7.12,0.51,12.02,"-9,999.00",1.17,0.72,0.36,119.93,0.53,0.02,4.33,19866,6963,10.52,"5,289.76",48.37,3472,23530,0.42,2.72,0.05,0.01,44.05,0.22,0.74,1.02,1,0.62,0.03,293,111.1,0,0,0.04,0,0.1,31.17,35.99,30.97,23.3,56.24,23.6,16.32,18.29,1.47,14.26,4.23,17.4,1.77,25.17,4.52,0.23,0.02,39.33,-9999,-9999,
8/4/2011 9:15,OR_low,OR-161,GRAB,SW,7.1,189.4,15.19,10.58,0.68,11.53,"-9,999.00",1.17,0.72,0.36,47.33,0.53,0.02,1.59,14521,4453,29.61,"4,093.63",49.88,3407,16100,0.91,2.91,0.2,0.07,62,0.15,1.86,3.41,23.65,0.67,0.24,177.85,260.32,0.03,0,0.17,0,0.1,22.36,135.13,147.05,54.35,169.91,46.2,19.08,45.71,5.56,37.06,8.94,25.24,4.27,31.99,5.17,0.23,0.12,39.74,-9999,-9999,
8/8/2011 11:38,OR_up,OR-162,GRAB,SW,6.9,-9999,17.74,6.38,4.32,6.31,"-9,999.00",1.17,0.72,279.27,175.16,0.53,0.02,26.14,29492,9399,7.16,"5,158.72",16.24,3444,29112,0.88,1.58,0.07,0.13,14.85,0.29,0.86,1.44,2.69,0.43,0.06,394.08,121.79,0,0,0.03,0,0.04,32.08,36.83,25.84,23.57,65.35,28.32,16.93,20.1,2.48,22.28,5.94,25.65,3.96,48.12,11.29,0.23,0.34,9.9,-9999,-9999,
8/8/2011 11:05,OR_mid,OR-163,GRAB,SW,7.2,-9999,18.69,6.04,0.19,11.41,"-9,999.00",1.17,0.72,0.36,88,0.53,0.02,4.57,19246,6820,19.04,"5,207.82",44.5,3419,24291,0.65,2.64,0.03,77.53,85.7,0.47,0.75,1.02,1.49,0.52,0.03,286.62,150.6,0,0,0.02,0,0.09,34.98,79.67,109.79,33.33,64.81,26.91,18.07,24.78,2.82,20.89,5.83,20.6,2.82,27.3,4.96,0.23,0.04,38.86,-9999,-9999,
8/8/2011 10:10,OR_low,OR-164,GRAB,SW,7.2,194.3,14.06,9.87,0.72,11.68,541.04,1.17,0.72,0.36,38.45,0.53,0.02,0.02,14678,4450,32.01,"4,097.70",55.75,3347,15931,0.55,2.74,0.18,26.6,101.46,0.51,1.21,2.17,7.75,0.8,0.03,177.3,259.06,0,0,0.5,0,0.09,21.97,148.74,277.78,52.99,107.37,57.82,19.21,52.5,5.52,43.14,8.77,31.42,3.35,32.51,4.33,0.23,0.07,39.4,-9999,-9999,
8/15/2011 16:00,OR_low,OR-165,GRAB,SW,7.4,188.7,15.8,9.81,0.5,12.76,330.85,1.17,0.72,0.36,57.79,0.53,0.02,1.66,12386,4320,30.44,"3,925.09",58.34,3135,16477,3,3.18,0.12,50.7,86.92,0.46,1.09,1.98,19.18,0.45,0.26,178.15,175.21,0,0,0.65,0,0.2,23.1,118.44,197.72,41.6,82.71,34.16,18.4,36.8,4.01,23.59,5.78,16.84,2.35,20.95,3.23,0.23,0.01,29.36,-9999,-9999,
8/15/2011 17:40,OR_mid,OR-166,GRAB,SW,7.3,-9999,16.75,8.58,0.53,10.36,"-9,999.00",1.17,0.72,0.36,92.96,0.53,0.02,7.42,17817,6223,11.55,"4,870.65",43.86,3121,21132,0.6,2.62,1.43,57.34,73.93,6.82,624.84,"1,785.26",4.91,0.59,0.68,265.85,175.61,0,0,0.6,0,0.29,31.73,87.52,125.16,36.87,84.99,38.52,17.95,31.34,3.98,23.77,5.92,24.94,2.33,32.12,6.31,0.23,1.01,19.4,-9999,-9999,
8/15/2011 18:10,OR_up,OR-167,GRAB,SW,7,-9999,15.27,8.72,5.28,0.49,"-9,999.00",1.17,0.72,337.44,160.58,0.53,0.02,23.38,27663,8299,8.62,"5,012.92",19.89,3363,26867,0.52,1.7,0.01,0.01,11.03,0.27,0.83,1.85,0.02,0.35,0.23,353.56,154.62,0,0,0.03,0,0.03,29.74,56.43,36.44,30.73,88.74,28.46,18.91,29.74,3.35,27.48,7.29,29.55,4.63,52.49,11.13,0.23,0.34,9.85,-9999,-9999,
8/18/2011 11:15,OR_mid,OR-173,GRAB,SW,6.7,-9999,25.82,8.19,0.89,12.16,"-9,999.00",1.17,0.72,0.36,98.33,0.53,0.14,87.13,16420,6453,36.79,"6,369.55",30.38,4048,24660,1.12,1.59,0.82,23.02,40.89,0.4,5.56,6.01,48.45,0.38,0.02,277.49,165.02,0.72,0,0.66,0,0.19,39,48.45,200.76,19.02,0.47,39.31,13.87,24.39,2.6,25.96,7.34,22.28,2.61,36.58,6.32,0.23,0.01,32.27,-9999,-9999,
8/18/2011 11:55,OR_up,OR-174,GRAB,SW,6.7,-9999,22.05,32.01,11.43,0.49,"-9,999.00",1.17,0.72,358.35,173.39,0.53,0.18,105.71,24285,8397,34.43,"6,447.23",54.32,3972,30459,1.43,1.11,0.73,0.01,17.16,0.4,4.87,2.18,3.01,0.32,0.1,365.27,122.46,0.34,0,0,0,0.07,37.16,29.41,131.88,9.43,0.62,21.56,6.74,18.21,4.25,21.46,6.9,27.11,4.11,51.81,11.2,0.2,0,14.34,-9999,-9999,
8/18/2011 10:25,OR_low,OR-175,GRAB,SW,7,184.6,24.64,8.31,0.72,10.84,384.15,1.17,0.72,0.36,57.91,0.53,0.02,82.53,11866,4198,47.74,"5,129.19",65.19,3948,18475,1.19,1.79,0.86,12.95,91.3,0.27,7.71,5.95,43.77,0.48,0.03,217.29,123.27,0.66,0,0.77,0,0.19,26.43,68.74,236.09,18.39,0.62,27.79,10.04,5.99,3.46,19.64,3.01,13.89,0.03,17.45,3.43,0.08,0.07,36.56,-9999,-9999,
8/22/2011 10:25,OR_mid,OR-179,GRAB,SW,7.2,-9999,26.29,8.26,0.42,0.49,"-9,999.00",1.17,0.72,0.36,104.7,0.53,0.28,53.08,18067,5786,13.33,"5,703.90",44.76,4181,22397,1.49,1.52,0.32,15.09,31.49,0.33,1.04,0.61,0.58,0.25,0.03,330.75,90.31,0.51,0,0,0,0.07,36.24,25.15,81.6,5.09,9.96,40.2,10.48,2.02,1.07,26.14,3.94,17.82,2.08,37.04,4.34,0.01,0.34,27.13,-9999,-9999,
8/22/2011 9:25,OR_low,OR-180,GRAB,SW,7.3,195.6,25.21,10.13,0.86,10.78,356.82,1.17,0.72,0.36,51.68,0.53,0.11,82.79,11474,4154,55.33,"5,145.26",51.56,4133,17951,1.5,1.78,0.82,24.42,69.37,0.41,4.6,3.97,28.4,0.44,0.04,211.68,136.23,0.98,0,1.6,0,0.2,27.04,78.07,228.45,19.7,0.62,36.36,8.6,16.14,3.5,22.01,5.56,12.37,3.31,15.3,2.45,0.23,0.05,39.3,-9999,-9999,
8/22/2011 11:00,OR_up,OR-181,GRAB,SW,6.9,-9999,14.4,9.16,4.67,0.49,"-9,999.00",1.17,0.72,303.39,160.79,0.53,0.19,101.81,22001,7443,34.94,"6,271.06",23.5,4174,26936,1.2,1.13,0.74,0.01,16.95,0.36,2.26,1.55,1.41,0.33,0.03,336.95,132.08,0.34,0,0,0,0.05,34.94,30.89,130,10.61,0.62,29.33,12.38,14.77,4.52,29.85,6.21,23.5,4.78,48.36,11.44,0.03,0.34,15.39,-9999,-9999,
8/25/2011 9:08,OR_low,OR-186,GRAB,SW,7.3,186.1,15.67,10.11,1.05,0.49,399.05,1.17,0.72,0.36,49.86,0.53,0.06,82.81,11259,3963,50.88,"5,139.61",53.97,4288,16807,1.34,1.78,0.85,23.59,82.71,0.45,9.61,4.54,46.66,0.33,0.03,211.15,125.66,0.67,0,0.99,0,0.23,25.34,59.74,221.45,17.2,0.62,30.28,7.57,15.55,1.3,17.51,3.83,21.22,1.32,17.51,3.5,0.23,0.06,38.01,-9999,-9999,
8/25/2011 11:05,OR_up,OR-187,GRAB,SW,7.1,-9999,14.77,8.25,3.74,0.49,"-9,999.00",1.17,0.72,249.52,159.15,0.53,0.05,103.45,23451,7937,37.49,"6,206.80",27.14,4249,28462,1.29,1.15,0.7,0.26,19.77,0.44,2.26,1.6,3.43,0.27,0.01,339.02,123.93,0.33,0,0,0,0.06,34.41,26.73,134.17,10.34,0.62,22.33,9.64,13.52,4.2,23.56,4.51,32.57,2.98,46.4,10.96,0.23,0.34,16.49,-9999,-9999,
8/25/2011 10:18,OR_mid,OR-189,GRAB,SW,7.2,-9999,17.56,11.04,1.4,0.49,"-9,999.00",1.17,0.72,0.36,58.28,0.53,0.12,85.84,15110,6230,40.11,"6,052.84",40.22,4106,23869,1.03,1.65,0.71,28.38,45.63,0.44,2.52,0.94,1.94,0.35,0.03,277.63,126.57,0.42,0,0,0,0.09,39.71,41.85,179.65,13.78,0.62,35.42,9.22,11.13,2.09,27.46,5.6,18.58,3.38,34.5,7.17,0.23,0.02,38.79,-9999,-9999,
8/28/2011 17:20,OR_up,OR-190,GRAB,SW,6.9,-9999,14.15,48.68,13.22,0.49,"-9,999.00",1.17,0.72,306.65,166.31,0.53,0.01,111.99,22671,8091,41.33,"6,249.22",23.07,4401,28228,1.51,1.18,0.8,0.4,18.93,0.4,4.95,4.63,50.06,0.36,0.03,365.1,117.59,0.39,0,0.38,0,0.11,37.41,23.74,150.07,8.29,0.62,7.9,6.69,7.37,2.53,17.92,4.77,28.45,4.21,48.49,11.98,0.23,0.34,13.66,-9999,-9999,
8/28/2011 15:15,OR_low,OR-192,GRAB,SW,7.3,-9999,10.06,10.62,1.07,14.82,446.82,1.17,0.72,0.36,46.68,0.53,0.04,84.5,11587,3856,46.53,"5,232.83",65.77,4179,16533,1.35,1.86,1.05,23.82,158.82,0.43,9.23,7.04,64.14,0.51,0.01,208.7,97.94,0.7,0,6.34,0,0.25,23.21,49.38,205.65,14.46,0.62,18.74,8.76,11.2,1.9,9.96,2.15,13.44,0.11,12.83,1.32,0.23,0.14,34,-9999,-9999,
8/28/2011 16:48,OR_mid,OR-193,GRAB,SW,7,-9999,12.31,7.5,0.57,10.43,"-9,999.00",1.17,0.72,0.36,95.9,0.53,0.05,87.2,15996,6519,46.15,"6,392.05",37.68,3863,24748,1.09,1.63,0.73,31.45,36.15,0.41,2.39,1.3,6.63,0.39,0.03,303.27,146.02,0.38,0,0,0,0.08,41.15,47.58,176.65,13.17,0.62,19.83,9.43,14.7,3.53,29.51,6.14,26.04,1.5,39.41,7.39,0.23,0.34,31.55,-9999,-9999,
9/1/2011 12:00,OR_mid,OR-194,GRAB,SW,7.1,-9999,12.65,27.57,5.54,0.49,470.12,1.17,0.72,0.36,40.54,0.53,0.09,88.72,16093,6865,31.79,"6,531.01",36.69,3905,26514,0.89,1.53,0.73,0.8,39.66,0.24,2.1,0.7,1.84,0.37,0.03,314.8,69.09,0.35,0,0,0,0.08,40.58,11.04,124.69,4.13,0.62,17.67,8.5,3.29,1.96,14.62,2.66,13.7,2.01,29.64,7.39,0.23,0.34,38.84,-9999,-9999,
9/1/2011 12:25,OR_up,OR-195,GRAB,SW,6.2,-9999,14.76,8.13,5.38,0.49,"-9,999.00",1.17,0.72,307.44,163.5,0.53,0.18,103.3,23891,8593,36.72,"6,279.82",26.9,4778,30918,1.26,1.22,0.81,0.01,16.57,0.43,6.39,5.8,33.85,0.38,0.03,387.63,101.15,0.33,0,1.09,0,0.14,38.25,18.82,118.64,6.16,0.62,18.36,10.12,10.06,2.63,21.79,5.82,25.57,3.26,53.29,10.53,0.23,0.34,15.85,-9999,-9999,
9/1/2011 11:13,OR_low,OR-196,GRAB,SW,7,170.8,14.32,9.49,1.07,11.97,468.23,1.17,0.72,0.36,37.09,0.53,0.09,83.57,11951,3943,43.71,"5,123.75",31.92,4044,17605,1.14,0.95,0.89,6.95,157.58,0.27,5.83,4.61,27.96,0.6,0.03,211.46,112.84,0.71,0,2.43,0,0.15,23.08,53.88,213.49,15.15,0.62,28.57,8.76,19.52,5.15,20.03,2.7,18.4,0.36,16.88,2.99,0.23,0.06,31.82,-9999,-9999,
9/4/2011 14:33,OR_mid,OR-197,GRAB,SW,7.4,-9999,17.89,6.73,0.42,0.49,"-9,999.00",1.17,0.72,0.36,86.05,0.53,0.06,88.62,14738,6411,37.61,"6,429.03",36.08,3912,24403,1.08,1.45,0.74,11.04,67.05,0.3,6.27,1.9,23.1,0.41,0.03,319.92,97.2,0.87,0,0.14,0,0.08,43.44,30.87,149.23,8.53,0.62,18.02,11.55,12.88,2.9,20.03,4.3,20.85,1.1,36.49,8.82,0.23,0.12,42.11,-9999,-9999,
9/4/2011 15:02,OR_up,OR-198,GRAB,SW,7.3,-9999,14.05,8.03,5.43,13.51,"-9,999.00",1.17,0.72,365.79,162.8,0.53,0.02,98.45,22489,8347,36.37,"6,197.78",56.86,4234,29986,1.36,1.36,0.73,0.58,17.01,0.39,7.61,3.79,139.32,0.41,0.02,408.75,104.49,0.79,0,0.55,0,0.12,41.9,17.01,117.81,6.27,0.62,21.82,9.8,12.09,2.6,22.33,5.08,22.33,2.94,46.92,11.06,0.23,0.09,43.85,-9999,-9999,
9/4/2011 12:49,OR_low,OR-199,GRAB,SW,7.4,192.8,12.83,9.11,0.62,10.37,337.73,1.17,0.72,0.36,27.32,0.53,0.07,77.26,12153,3781,66.69,"5,044.08",89.82,4147,16917,1.55,1.51,2.85,30.9,240.24,0.52,6.22,3.87,36.19,0.73,0.16,215.32,104.67,0.79,0,7.98,0,0.2,32.8,62.8,226.29,15.15,0.62,21.93,6.76,15.75,2.08,16.35,2.29,14.16,0.8,14.06,1.75,0.23,0.49,40.67,-9999,-9999,
9/8/2011 10:05,OR_up,OR-200,GRAB,SW,6.6,-9999,13.33,9.91,5.38,0.49,"-9,999.00",1.17,0.72,355.04,169.98,0.53,0.03,96.1,24354,9128,58.75,"4,749.11",39.78,4584,33769,1.48,1.09,7.48,1.1,42.42,0.43,6.19,5.99,16.44,0.42,0.03,416.05,100.16,0.5,0,0.35,0,0.1,74.38,24.76,135.98,6.8,0.62,17.14,16.03,11.26,3.91,17.25,4.58,23.95,4.56,46.48,9.04,0.23,0.11,23.44,-9999,-9999,
9/8/2011 9:40,OR_mid,OR-201,GRAB,SW,6.6,-9999,16.3,7.97,0.58,11.72,"-9,999.00",1.17,0.72,0.36,85.67,0.53,0.16,85.96,16518,7173,38.1,"6,603.34",53.81,4078,27256,1.11,1.78,2.14,34.71,39.13,0.4,5.13,3.37,28.96,0.47,0.16,337.87,93.45,0.39,0,0.77,0,0.13,51.04,21.46,144.8,5.47,0.62,15.28,8.69,5.25,1.96,15.71,4.4,17.97,1.79,33.07,7.21,0.23,0.04,49.4,-9999,-9999,
9/8/2011 8:40,OR_low,OR-202,GRAB,SW,6.6,187.3,13.12,8.99,0.8,0.49,477.66,1.17,0.72,0.36,34.67,0.53,0.04,78.56,11732,4045,60.97,"5,007.56",75.16,4307,16683,1.81,0.99,17.09,22.79,179.91,0.46,9.64,5.82,52.17,0.69,0.08,222.89,107.95,1.3,0,8.68,0,0.21,117.94,58.57,215.89,17.79,0.62,24.29,20.29,10.29,1.71,17.69,2.69,13.99,0.11,20.39,3.24,0.23,0.14,39.98,-9999,-9999,
9/12/2011 12:20,OR_low,OR-203,GRAB,SW,7.3,135.8,14.39,9.83,0.59,0.49,154.32,1.17,0.72,0.36,17.21,0.53,0.18,5.1,5019,1815,43.85,843.55,125.55,1674,10428,3.03,1.77,0.22,4,42.28,0.18,0.54,0.68,2.05,0.29,0.1,122.61,76.8,0.46,0,0,0,0.12,11.48,73.27,147.13,21.29,24.62,20.21,5.2,6.26,3.26,12.36,1.25,10.2,0.07,5.58,0.97,0.23,0.05,37.47,-9999,-9999,
9/12/2011 13:55,OR_up,OR-205,GRAB,SW,6.7,-9999,16.72,8.09,5.41,0.49,"-9,999.00",1.17,0.72,182.03,61.84,0.53,0.09,84.2,21373,8166,41.14,"6,449.62",44.69,3871,28228,1.39,1.39,2.02,0.01,24.07,0.35,2.71,1.95,2.93,0.38,0.26,410.34,72.32,0.28,0,0,0,0.05,48.85,11.99,121.88,5.55,0.62,17.92,9,2.76,2.59,19.7,2,18.69,0.8,39.92,9.32,0.23,0,18.18,-9999,-9999,
9/12/2011 13:18,OR_mid,OR-206,GRAB,SW,6.4,-9999,15.42,9.16,0.6,0.49,155.1,1.17,0.72,0.36,0.05,0.53,0.02,63.93,10580,4841,40.92,"4,674.81",105.36,3268,22672,1.5,2.2,0.91,49.51,26.39,0.55,2.17,1.17,2.26,0.4,0.13,238.34,153.44,0.46,0,0,0,0.15,33.04,98.71,249.6,25.57,5.04,32.32,9.37,16.26,4.12,18.31,4.41,17.9,1.22,21.48,4.54,0.23,0.34,41.94,-9999,-9999,
9/15/2011 11:10,OR_up,OR-207,GRAB,SW,7,-9999,13.38,8.31,4.38,0.49,"-9,999.00",1.17,0.72,269.27,131.71,0.53,0.02,26.98,18771,6913,10.22,"5,613.83",107.12,3801,24817,1.3,1.5,0.05,0.01,18.35,0.32,0.83,1.52,0.02,0.36,0.22,350.12,134.89,0.29,0,0,0,0.05,36,45.53,34.22,13.19,90.16,28.47,12.7,6.26,4.2,24.3,5.58,24.4,2.92,43.24,8.92,0.23,0.34,17.06,-9999,-9999,
