DateTime,SiteCode,SampleCode,SamplingMethod,SampleType,pH,EC,DO,Temp,TIC,TOC,TN,F-,Cl-,NO2-,Br-,NO3-,SO4,PO4,Be9,B11,Na23,Mg24,Al27,Si28,P31,K39,Ca40,Ti49,V51,Cr52,Mn55,Fe56,Co59,Ni60,Cu63,Zn64,As75,Se78,Sr88,Y89,Mo98,Ag107,Cd111,Sn118,Sb121,Ba138,La139,Ce140,Pr141,Nd145,Sm147,Eu153,Gd157,Tb159,Dy164,Ho165,Er166,Tm169,Yb174,Lu175,Tl205,Pb208,U238,NH4-N,Ortho-P,FI,HIX,UVA254,UVA280,SUVA254,SUVA280,SamplingNote
MST,,,,,pH,uS/cm,%,degC,mg/L,mg/L,mg/L,umoles/L,umoles/L,umoles/L,umoles/L,umoles/L,umoles/L,umoles/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ng/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ug/L,ug/L,ng/L,(mg/L),(mg/L),nm/nm,nm/nm,au,au,au,au,
(Detection limit),,,,,,,,,0.0002,0.0003,0.0002,2.37,0.82,3.34,1.9,0.51,0.84,1.45,0.00424,2.26495,0.75816,0.04031,0.00424,0.66,3.26683,0.14425,0.42426,0.01061,0.15274,0.12304,0.00212,0.17607,0.12516,0.00636,0.00212,0.01485,0.00849,0.27153,0.01273,0.76368,0.07637,0.01273,0.03818,0.17819,0.00636,0.01909,2.10011,4.5184,0.36062,0.67882,0.19092,0.97581,0.78489,0.04243,0.29689,0.04243,0.29689,0.0212,0.063,0.0212,0.06576,0.00212,0.13649,0.01,0.01,,,,,,,
(Lab Method),,,,,pH_EC1,pH_EC1,OxyTem,OxyTem,TOC-VCSH,TOC-VCSH,TOC-VCSH,DionexIC,DionexIC,DionexIC,DionexIC,DionexIC,DionexIC,DionexIC,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,SmartChem200,SmartChem200,Fluoromax4,Fluoromax4,UV_Vis,UV_Vis,UV_Vis,UV_Vis,
2/16/2012 13:10,OR_low,ORLOW-273,GRAB,SW,-9999,-9999,-9999,-9999,6.07,5.92,0.17,1.19,502.39,1.67,0.95,0.26,87.15,0.73,-9999,"-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00",-9999,-9999,-9999,-9999,-9999,-9999,-1688.1648,-1688.1648,
2/16/2012 15:00,OR_mid,ORMID-058,GRAB,SW,-9999,-9999,-9999,-9999,7.28,6.63,3.53,1.19,"-9,999.00",1.67,0.95,185.49,114.51,0.73,-9999,"-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00",-9999,-9999,-9999,-9999,-9999,-9999,-1507.2355,-1507.2355,
2/16/2012 16:30,OR_up,ORUP-054,GRAB,SW,-9999,-9999,-9999,-9999,6.13,5.48,8.11,1.19,"-9,999.00",1.67,0.95,527.87,134.07,0.73,-9999,"-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00",-9999,-9999,-9999,-9999,-9999,-9999,-1823.6367,-1823.6367,
2/23/2012 13:10,OR_low,ORLOW-298,GRAB,SW,-9999,-9999,-9999,-9999,7.08,4.37,7.36,1.19,"-9,999.00",1.67,0.95,"-9,999.00",172.25,0.73,0.002,11.63,"15,142.33","6,371.56",12.24,"6,909.00",27.61,"2,206.86","19,426.48",0.01,0.08,0.06,0,23.87,0.06,0,0,0.01,0,9.4,322.18,128.02,0.04,0.01,0.02,0.09,0,23.56,46.94,80.7,15.83,85.75,2.14,10.01,22.88,3.64,25.08,6.62,25.99,4.4,44.23,10.03,0.03,0,13.57,-9999,-9999,-9999,-9999,-9999,-9999,-2288.1007,-2288.1007,
2/23/2012 15:10,OR_mid,ORMID-059,GRAB,SW,-9999,-9999,-9999,-9999,7.62,4.26,2.64,1.19,"-9,999.00",1.67,0.95,238.81,152.39,0.73,0.002,6.38,"12,014.19","5,030.12",11.72,"8,810.00",26.23,"2,559.99","17,188.51",0.01,0.08,0.06,1.38,13.27,0.06,0,0,0.01,0,8.08,240.16,107.43,0.04,0.01,0.02,0.09,0,25.2,48.55,116.14,15.81,67.4,29.95,9.23,23.98,3.42,21.98,4.67,18.46,3.99,34.05,6.76,0.03,0,16.95,-9999,-9999,-9999,-9999,-9999,-9999,-2345.5313,-2345.5313,
2/23/2012 16:00,OR_up,ORUP-055,GRAB,SW,-9999,-9999,-9999,-9999,7.36,6.61,0.49,12.84,"-9,999.00",1.67,0.95,0.26,119.87,0.73,0.002,1.76,"9,954.66","3,237.97",34.79,"6,546.00",7.34,"2,703.41","12,292.86",0.01,1.41,0.06,1.93,9.96,0.06,1.32,2.62,46.66,0,6.15,145.4,177.58,0.04,0.01,0.02,0.09,0,15.49,110.73,227.26,32.53,96.84,37.59,9.75,33.21,5.23,33.59,6.59,21.52,4.07,32.72,5.55,0.03,0,30.47,-9999,-9999,-9999,-9999,-9999,-9999,-1512.9369,-1512.9369,
3/2/2012 12:25,OR_low,ORLOW-299,GRAB,SW,7.1,-9999,86.8,-9999,6.69,6.04,0.25,"-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00",-9999,"-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00",-9999,-9999,-9999,-9999,-9999,-9999,-1654.368,-1654.368,
3/2/2012 14:20,OR_mid,ORMID-060,GRAB,SW,6.9,-9999,73.9,4.1,7.53,4.28,2.98,"-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00",-9999,"-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00",-9999,-9999,-9999,-9999,-9999,-9999,-2338.4004,-2338.4004,
3/2/2012 15:14,OR_up,ORUP-056,GRAB,SW,6.8,-9999,71.3,3.4,6.25,5.79,6.88,"-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00",-9999,"-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00",-9999,-9999,-9999,-9999,-9999,-9999,-1728.4356,-1728.4356,
3/8/2012 12:25,OR_low,ORLOW-300,GRAB,SW,6.5,-9999,74.7,12.6,6.63,5.38,0.22,"-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00",-9999,"-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00",-9999,-9999,-9999,-9999,-9999,-9999,-1858.2048,-1858.2048,
3/8/2012 13:35,OR_mid,ORMID-061,GRAB,SW,6.3,-9999,70.1,4.4,8.05,3.95,3.11,"-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00",-9999,"-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00",-9999,-9999,-9999,-9999,-9999,-9999,-2533.9584,-2533.9584,
3/8/2012 14:30,OR_up,ORUP-057,GRAB,SW,6.3,-9999,71.5,3.5,6.22,4.64,6.98,"-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00",-9999,"-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00",-9999,-9999,-9999,-9999,-9999,-9999,-2154.4926,-2154.4926,
3/15/2012 11:55,OR_low,OR LOW-323,GRAB,SW,6.4,-9999,82.3,15.5,7.4,4.87,0.17,13.13,684.11,1.67,0.95,0.26,108.94,0.73,0.002,7.06,"11,605.18","4,980.15",16.14,"8,554.00",1.63,"2,493.18","17,390.19",0.01,0.08,0.06,2.49,17.67,0.06,0,0,1.4,0,8.89,156.93,139.15,0.04,0.01,0.02,0.09,0,17.78,84.28,276.96,23.27,85.82,31.58,10.52,24.71,4.09,23.91,5.51,19.21,2.87,23.92,4.88,0.03,0,21.3,-9999,-9999,-9999,-9999,-9999,-9999,-2054.0263,-2054.0263,
3/15/2012 15:20,OR_mid,ORMID-062,GRAB,SW,6.5,-9999,72.8,8.3,8.57,3.88,3.4,33.57,"-9,999.00",1.67,0.95,250.46,137.33,0.73,0.002,11.53,"15,329.61","6,220.44",5.55,"9,434.00",7.38,"2,235.44","20,057.72",0.01,0.08,0.06,1.65,25.99,0.06,0,0,0.01,0,10.42,255.46,124.6,0.04,0.01,0.02,0.09,0,26.9,47.32,221.57,19.09,64.27,26.61,9.1,25.58,3.84,23.16,6.26,23.97,4.06,39.35,8.78,0.03,0,16.51,-9999,-9999,-9999,-9999,-9999,-9999,-2577.0619,-2577.0619,
3/15/2012 14:10,OR_up,ORUP-058,GRAB,SW,6.5,-9999,68.6,5.1,7.2,4.34,8.59,1.19,"-9,999.00",1.67,0.95,648.77,147.26,57.16,0.002,18.15,"3,594.98",743.65,7.33,"9,741.00",1.63,"1,335.74","2,657.34",0.01,14.7,0.06,0,181.51,0.06,0,1.03,0.01,0,4.5,309.89,139.13,0.04,0.01,0.02,0.09,0,22.92,52.31,189.71,15.39,75.32,28.3,11.97,25.44,4.26,29.81,6.78,26.67,5.59,47.57,11.03,0.03,0,11.93,-9999,-9999,-9999,-9999,-9999,-9999,-2302.8558,-2302.8558,
3/22/2012 12:50,OR_low,ORLOW-324,GRAB,SW,5.1,-9999,-9999,-9999,6.53,4.75,0.25,14.34,679.34,1.67,0.95,0.26,100.92,0.73,0.002,3.77,"9,004.69","3,484.59",17.29,"9,545.90",28.36,81.91,623.55,0.66,2.88,0.65,1.39,36.82,7.05,0.48,1.17,2.22,0.2,8.54,125.82,236.87,0.28,0.01,0.02,0.09,0.04,14.06,153.02,164.24,43.46,164.51,39.31,15.51,47.43,6.32,45.96,9.59,32.78,5.81,42.6,10,0.03,0.03,19.6,-9999,-9999,-9999,-9999,-9999,-9999,-2103.724,-2103.724,
3/22/2012 14:35,OR_mid,ORMID-063,GRAB,SW,5.8,-9999,-9999,-9999,6.31,4.08,4.16,1.19,974.52,1.67,0.95,300.09,124.02,0.73,0.002,6.56,"16,011.40","5,230.93",8.07,"10,261.13",1.63,90.17,850.56,0.31,1.91,0.65,0.95,42.56,7.12,0.6,0.93,0.49,0.29,10.74,191.99,249.34,0.05,0.01,0.02,0.09,0.03,20.35,93,82.71,28.93,122.32,32.61,19.57,39.07,8.47,46.06,10.59,37.58,7.67,66.87,12.1,0.03,0.04,15.3,-9999,-9999,-9999,-9999,-9999,-9999,-2452.5386,-2452.5386,
3/22/2012 16:00,OR_up,ORUP-059,GRAB,SW,5.7,-9999,-9999,-9999,5.92,5.3,6.64,1.19,"1,077.79",1.67,0.95,476.66,130.48,0.73,0.002,13.14,"19,709.71","5,602.62",19.71,"10,460.95",7.02,73.73,847.96,0.68,1.39,0.71,0.31,49.55,7.11,0.62,1.24,0.65,0.28,10.69,208,281.1,0.07,0.01,0.03,0.09,0.04,15.93,118.98,10.03,33.7,137.71,34.88,17.36,44.94,6.82,56.48,16.05,55.88,10.13,83.06,15.35,0.03,0.04,12.56,-9999,-9999,-9999,-9999,-9999,-9999,-1886.6038,-1886.6038,
3/29/2012 13:45,OR_low,ORLOW-235,GRAB,SW,6.7,-9999,78,14.4,7.96,4.72,0.18,13.87,701.7,1.67,0.95,0.26,100.85,0.73,0.09,2.79,"11,670.06","3,870.15",36.94,"9,186.25",1.63,"2,081.91","13,624.27",0.2,5.93,0.89,1.76,43.71,0.48,0.52,1.01,0.62,0.32,8.34,151.56,225.68,0.37,0.01,0.01,0.09,0.06,16.79,131.34,354.34,38.69,31.84,33.83,17.5,54.26,7.14,29.92,8.33,35.32,5.56,40.37,8.23,0.03,0.02,21.75,-9999,-9999,-9999,-9999,-9999,-9999,-2116.6384,-2116.6384,
3/29/2012 15:15,OR_mid,ORMID-064,GRAB,SW,6.8,-9999,74.6,8.3,6.79,4.38,3.88,10.68,947.47,1.67,0.95,284.12,124.13,0.73,0.002,7.27,"15,680.72","5,426.20",23.42,"10,638.90",1.63,"2,212.02","17,407.14",0.4,4.34,0.86,1.06,49.6,0.62,0.66,1.25,1.08,0.31,10.82,218.02,251.47,0.13,0.01,0.02,0.09,0.05,23.13,105.85,316.65,31.76,18.85,27.48,19.91,51.48,7.44,46.33,9.42,51.39,8.63,67.95,17.06,0.03,0.07,13.98,-9999,-9999,-9999,-9999,-9999,-9999,-2280.7938,-2280.7938,
3/29/2012 16:15,OR_up,ORUP-060,GRAB,SW,6.5,-9999,69,5.4,6.65,5.97,6.35,10.7,"1,012.04",1.67,0.95,476.96,130.1,0.73,0.002,15.08,"18,321.50","5,549.88",32.34,"10,480.83",1.63,"1,824.78","16,421.30",0.57,3.37,0.9,0.37,63.68,0.63,0.71,1.65,0.39,0.37,10.68,238.91,350.55,0.16,0.01,0.01,0.09,0.05,18.27,155.87,321.16,52.16,143.13,62.69,17.52,59.58,10.33,71.92,13.74,62.99,11.53,108.52,18.76,0.01,0.06,15.7,-9999,-9999,-9999,-9999,-9999,-9999,-1674.5939,-1674.5939,
4/5/2012 10:30,OR_low,ORLOW-347,GRAB,SW,7,-9999,73.2,12.5,6.64,4.44,0.32,13.45,722.27,1.67,0.95,0.26,100.49,0.73,0.07,3.77,"9,674.32","3,674.30",8.04,"1,336.19",1.63,89.01,672.25,0.01,4.81,0.27,2.24,36.8,0.45,0.69,1.17,2.7,0.28,8.44,133.76,248.39,0.36,0.01,0.06,0.09,0.16,14.35,139.83,180.26,44.2,176.09,48.38,16.5,46.03,7.54,32.44,9.06,38.66,7.94,51.43,10.47,0.01,0.01,19.02,-9999,-9999,-9999,-9999,-9999,-9999,-2252.027,-2252.027,
4/5/2012 11:40,OR_mid,ORMID-065,GRAB,SW,6.7,-9999,75.9,10.5,6.68,3.79,3.65,11.42,906.89,1.67,0.95,253.99,123.59,0.73,0.002,7.51,"16,034.96","4,895.00",5.14,"4,605.83",1.63,88.59,811.91,0.26,3.93,0.36,1.2,41.27,0.53,0.58,1,0.77,0.4,9.85,183.52,239.14,0.17,0.01,0.01,0.09,0.07,19.21,83.98,80.08,25.5,107.61,43.84,15.02,35.36,6.31,41.86,10.11,47.75,9.61,83.78,12.42,0.03,0.05,15.05,-9999,-9999,-9999,-9999,-9999,-9999,-2641.7437,-2641.7437,
4/5/2012 12:25,OR_up,ORUP-061,GRAB,SW,68,-9999,6.5,5.7,6.2,4.09,7.54,1.19,"-9,999.00",1.67,0.95,525.08,135.88,0.73,0.04,15.16,"20,452.07","5,960.11",8.17,"2,880.91",1.63,81.6,939.6,0.27,2.84,0.31,0.13,49.11,0.62,0.69,1.51,0.77,0.37,10.98,223.17,329.13,0.17,0.01,0.02,0.09,0.05,16.95,125.17,37.14,39.15,201.65,49.48,21.18,51.29,10.24,59.22,13.65,62.03,12.55,100.98,14.48,0.03,0.02,14.16,-9999,-9999,-9999,-9999,-9999,-9999,-2445.9393,-2445.9393,
4/12/2012 12:10,OR_low,ORLOW-348,GRAB,SW,6.9,-9999,70.4,14.5,"-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00","-9,999.00",0.08,2.48,"10,134.64","3,811.01",11.24,"3,484.61",1.63,98.88,695.5,0.53,5.26,0.14,3.57,37.15,0.44,1.09,3.59,12.04,0.49,7.83,132.31,257.58,0.32,0.01,0.06,0.03,0.06,18.92,138.81,210.35,40.19,174.34,35.77,17.17,40.09,6.95,41.21,8.43,35.4,7.14,60.63,11.31,0.01,0.01,19.71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Amber bottle broke
4/12/2012 13:30,OR_mid,ORMID-066,GRAB,SW,6.7,-9999,66.1,8.7,8.61,4.18,2.99,10.26,913.01,1.67,0.95,202.02,124.3,0.73,0.09,7.4,"16,738.67","5,274.65",6.99,"6,530.37",1.63,94.16,884.03,0.3,4.88,0.1,2.21,45.14,0.57,0.87,1.23,1.48,0.44,10.19,194.37,297.63,0.17,0.01,0.02,0.09,0.05,21.67,130.91,154.02,40.2,211.72,47.81,25.4,60.01,8.2,52.31,13.4,46.7,8.7,80.31,17.9,0.01,0.09,19.02,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
4/12/2012 14:15,OR_up,ORUP-062,GRAB,SW,6.6,-9999,59.7,6.6,8.02,4.51,9.98,1.19,"-9,999.00",1.67,0.95,690.41,147.58,0.73,0.13,16.14,"23,515.58","7,144.49",6.64,"4,977.12",1.63,92.04,"1,134.07",0.47,2.99,0.15,0.19,55.55,0.71,0.89,1.38,1.3,0.58,12.35,262.45,290.61,0.17,0.01,0.02,0.01,0.04,20.2,92.09,49.83,32.15,165.14,36.56,17.94,40.06,8.77,54.21,15.05,63.18,12.26,118.2,23.32,0.01,0.03,13.4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
4/19/2012 12:20,OR_low,ORLOW-349,GRAB,SW,6.9,-9999,86.7,19.5,8.23,4.58,0.36,14.19,774.93,1.67,0.95,0.26,103.51,0.73,0.002,1.13,"12,784.70","4,080.20",17.1,"5,161.00",1.63,"2,332.90","14,516.40",0.01,1.6,0.1,2.4,8.5,0.06,1.6,2.2,8.1,1.9,0.14,165.2,110.8,0.04,0.01,0.02,0.09,0,20.4,74.3,64.7,20.8,82.9,0.1,0.49,23.7,0.02,12.2,20.4,17.3,12.2,40.8,4.4,0.03,0,21.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
4/19/2012 13:30,OR_mid,ORMID-067,GRAB,SW,6.8,-9999,76.4,13.3,8.79,3.9,3.62,13.68,959.83,1.67,0.95,250.31,126.11,0.73,0.002,1.13,"17,559.30","5,669.80",12.6,"6,185.10",18.6,"2,185.40","19,783.50",0.01,1.2,0.2,3.1,7.4,0.06,1.4,2.3,1.9,1.8,0.3,242.4,141.5,0.04,0.01,0.02,0.09,0,28,67.1,49.9,19.4,95.1,0.1,4.5,22.8,0.02,18.7,22,28.7,13.5,58.1,8.9,0.03,0,18.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
4/19/2012 14:05,OR_up,ORUP-063,GRAB,SW,6.8,-9999,70.6,7.6,7.7,3.99,11.1,1.19,"-9,999.00",1.67,0.95,779.36,155.03,68.81,0.002,1.13,"26,057.50","8,472.50",23.7,"6,845.20",1.63,"2,157.30","31,079.40",0.01,0.8,0.1,0,8.5,0.06,1.5,1.6,1,1.6,1.6,333.8,130.2,0.04,0.01,0.02,0.09,0,26.5,49.4,2.26,13.4,54.3,4.5,1.3,25.2,0.02,21.6,21.8,34.1,16.1,78.6,12.3,0.03,0,11.6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
4/26/2012 12:00,OR_low,ORLOW-350,GRAB,SW,6.8,-9999,86.8,13.8,8.81,5.12,0.32,12.58,787.43,1.67,0.95,0.26,99.67,277.89,0.002,1.13,"12,842.10","4,091.10",22.8,"5,344.50",1.63,"2,308.10","14,936.30",0.01,1.2,0.06,7.2,8.7,0.06,1.2,1.9,4.3,1.9,0.14,165.5,151.9,0.04,0.01,0.02,0.09,0,21.7,92,99.3,24.9,117.6,4.1,1.5,31.3,0.02,20.5,21.4,25.1,13.1,45.3,5.9,0.03,0,18.2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
4/26/2012 12:35,OR_mid,ORMID-068,GRAB,SW,6.7,-9999,72.1,10.5,11.68,3.97,2.88,10.15,962.36,1.67,0.95,195.98,127.37,0.73,0.002,47.63,"3,771.00","1,295.00",10.38,"7,988.00",83.08,"2,751.70","19,992.70",0.01,2.49,0.06,5.26,12.78,0.06,1.26,0,0.01,0,0.14,310.38,98.08,0.04,0.01,0.02,0.09,0,32.16,44.88,272.59,16.02,0.34,22.59,9.6,36.83,1.08,20.61,4.77,19.06,4.6,28.02,4.93,0.03,0,20.49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
4/26/2012 13:10,OR_up,ORUP-064,GRAB,SW,6.7,-9999,70,9,10.02,4.28,12.54,1.19,"-9,999.00",1.67,0.95,868.95,160.27,0.73,0.002,70.89,"5,497.00","1,805.00",12.7,"8,436.00",90.64,"2,874.80","27,484.10",0.01,1.55,0.06,0,46.43,1.37,2.35,0,1.57,0,0.14,468.76,103.63,0.04,0.01,0.02,0.09,0,33.08,34.24,254.42,10.88,0.34,22.43,7.31,38.54,3.7,18.18,5.67,22.95,4.13,50.06,11.84,0.03,0,12.22,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
5/3/2012 10:15,OR_low,ORLOW-351,GRAB,SW,6.3,-9999,-9999,19.1,9.38,4.78,0.47,12.2,792.53,1.67,0.95,0.26,95.24,259.23,0.002,41.78,"2,196.00",698,28.97,"6,362.00",90.18,"2,942.00","15,149.70",0.01,2.14,0.06,12.04,31.25,0.06,1.33,0,4.01,0,0.14,201.62,118.44,0.04,0.01,0.02,0.09,0,23.89,71.51,358.42,22.34,0.34,23.08,5.89,48.27,2.97,16.8,5.23,15.56,3.05,20.17,4.51,0.03,0,26.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
5/3/2012 10:45,OR_mid,ORMID-069,GRAB,SW,6.6,-9999,90.5,18.4,11.69,3.55,2.45,10.84,981.98,1.67,0.95,157.15,130.35,192.99,0.002,60.01,"4,157.00","1,438.00",13.06,"8,675.00",109.57,"3,337.00","24,528.60",0.01,3.61,0.06,6.61,17.6,1.15,1.52,0,0.01,0,0.14,370.61,109.09,0.04,0.01,0.02,0.09,0,38.6,47.63,320.5,17.82,0.34,20.78,8.36,43.69,3.66,19,4.88,20.37,3.86,33.43,5.82,0.03,0,32.64,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
5/3/2012 11:05,OR_up,ORUP-065,GRAB,SW,6.8,-9999,76.5,14.1,10.07,3.47,15.3,1.19,"-9,999.00",1.67,0.95,"-9,999.00",174.15,219.81,0.002,69.5,"5,871.00","1,991.00",11.12,"8,296.00",85.6,"3,072.00","30,485.40",0.01,1.67,0.06,0,13.24,1.4,1.84,0,0.01,0,0.14,501.57,102.41,0.04,0.01,0.02,0.09,0,36.11,31.05,240.18,7.97,0.34,24.18,4.21,26.16,2.18,22.29,6.55,19.49,5.2,55.16,12.42,0.03,0,12.08,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
